,count,inflections
bless,1,blessed
|chapouthi,1,|Chapouthier
it’,4,it’s
saslow,6,Saslow
author2,1,author2
''religi,55,''Religious
as:,3,as:
heavi,11,heavy
todd,41,TODD
beyond,37,"Beyond, beyond"
event,8,"event, events"
retribut,2,retribution
safeti,1,safety
d/o,1,d/o
robert,92,"Roberts, Robert"
publish,304,"publisher, Publishing, Publisher, published"
9:13,4,9:13
editor2-first,2,editor2-first
7,39,7
testifi,16,testifying
ass,2,"assssssssss, ASSSSS"
responsible.,7,responsible.
selfinterest,1,selfinterest
pub,1,pub
92069-3,1,92069-3
encyclopedia=a,16,encyclopedia=A
reason,167,"reasons, Reason, reason, reasonable, reasoning"
base,352,"bases, base, Based, based"
'game,1,'games
basi,140,"Basis, basis"
4-minut,1,4-minute
hfkdfh,1,hfkdfh
american,44,"American, Americans"
lifetim,14,lifetime
assign,1,ASSIGNMENT
attitude-behavior,30,attitude-behavior
obviou,6,obvious
elder,1,elder
river,2,river
''individu,3,''individual
author=,1,author=
fischel,1,Fischel
//faculty.virginia.edu/haidtlab/articles/haidt.graham.when-morality-opposes-justice.doc,35,//faculty.virginia.edu/haidtlab/articles/haidt.graham.when-morality-opposes-justice.doc
|pundit,16,|pundit
adher,11,"adhered, adherence, adhere"
blindli,1,blindly
norma,25,norma
flatteri,1,flattery
asshol,1,assholes
krishan,1,krishan
jordan,2,"jordan, Jordan"
|date=jan–feb,1,|date=Jan–Feb
rawl,1,Rawls
std,12,STD
0-7295-3873-2,1,0-7295-3873-2
neural,32,"Neural, neural"
grey,2,grey
scandinavian,5,Scandinavians
consumpt,3,"Consumption, consumption"
toward,134,"toward, towards"
conformity|conform,10,conformity|conform
/nowiki,22,/nowiki
seth,1,Seth
اخلاق,5,اخلاق
responsibility==,1,Responsibility==
happin,1,happines
juici,1,juicy
lie,172,"lie, lies, lieing"
www.adherents.com|accessdate=,7,www.adherents.com|accessdate=
2001|publisher=,74,2001|publisher=
phal,1,Phal
lip,1,lips
aspirations.jpg|thumb|a,1,Aspirations.jpg|thumb|A
1023/b,1,1023/B
maryland|year=2005|,54,Maryland|year=2005|
eaten,4,"EATEN, eaten"
alpha,1,Alpha
metalog,1,metalog
"rationalization,",1,"rationalization,"
"dishonesty,",1,"dishonesty,"
clear,12,clear
2008–103,1,2008–103
clean,4,clean
blend,8,blend
awesom,1,awesome
//en.wikipedia.org/wiki/life_why_we_exist,18,//en.wikipedia.org/wiki/LIFE_Why_We_Exist
phenomenon,66,phenomenon
666,1,666
nonviol,30,nonviolent
661,36,661
tenet,18,tenets
agnostics/ahtheist,1,Agnostics/Ahtheists
a4jrt89o,1,a4jrt89o
coerc,1,coerce
pretti,4,pretty
paranoid,2,paranoid
queh,1,Queh
//purl,2,//purl
lennon,1,Lennon
darwin,5,"darwin, Darwinizing, Darwin, darwinism, Darwinism"
|first=gabriel,11,|first=Gabriel
albeit,3,albeit
nativ,1,Native
"cash,",1,"cash,"
basement,1,basement
erences/,10,erences/
10:49,1,10:49
chasten,1,chastened
//atheistprinciples.tripod.com/discussions.htm,1,//atheistprinciples.tripod.com/discussions.htm
x,12,X
superstiti,16,superstitious
delus,26,"Delusion, delusion"
mergefrom|mor,7,"mergefrom|Moral, Mergefrom|Moral"
close,71,"closes, closely, close, closeness"
domain.,31,domain.
systemat,62,systematic
particip,59,"participants, Participation"
piss,4,"pissed, piss"
10.1016/j.neuron.2010.03.003,11,10.1016/j.neuron.2010.03.003
numer,1,numerous
isol,1,isolated
yummmmmm,1,yummmmmm
distinguish,176,"distinguishing, distinguish, distinguishes, distinguished"
intitle|accept,2,intitle|acceptable
succubus,1,succubi
women.jpg|women,1,women.jpg|Women
both,128,"Both, both"
refimprov,10,"Refimprove, refimprove"
"piff,",1,"Piff,"
geisler|,1,Geisler|
apart.|frank,1,apart.|Frank
"live,",1,"live,"
header,21,header
deceiv,3,deceive
forgiv,14,"forgiveness, forgiving, Forgiveness"
'look,3,'Look
territori,369,"territorial, territory, Territorial"
anti-religi,1,anti-religious
threaten,24,"threaten, threatened"
'll,5,'ll
walter,43,Walter
jesuit,1,Jesuit
regroup,6,regroupements
imag,86,"imaging, images, Image, image"
crack,3,"CRACK, crack"
"manner,",4,"manner,"
partli,4,partly
"pregnancy,",1,"pregnancy,"
ex=1357880400,14,ex=1357880400
look,171,"Looking, look, looking, Looks, looks, looked, Look"
i.,25,I.
while,239,"while, While"
bljl,1,bljl
ought,77,ought
agent’,1,agent’s
pack,4,"pack, packs"
potlatch,2,"Potlatch, potlatch"
pragmat,7,Pragmatism
readi,6,ready
bot,156,"bot, Bot"
"use,",1,"use,"
kiehl,14,Kiehl
суртахуун,3,суртахуун
grant,1,granted
high-poverti,1,high-poverty
belong,19,"belongs, belonging, belong"
deion_sanders|,1,Deion_Sanders|
shag,1,SHAG
grand,1,grand
shah,2,Shah
moralit,1,Moralitate
conflict,60,"conflicts, conflicting, conflict"
hurpi,1,hurpy
imagin,7,"Imagine, imagine, imagined"
inflat,1,inflated
19878727,14,19878727
fatti,2,"fattie, fatty"
conduct|conduct,23,conduct|conduct
251–266,14,251–266
grossli,10,grossly
clive|authorlink1=,2,Clive|authorlink1=
//www.amazon.com/good-natured-origins-humans-animals/dp/0674356616,10,//www.amazon.com/Good-Natured-Origins-Humans-Animals/dp/0674356616
/sanctiti,1,/sanctity
reletav,1,reletavism
chord,1,chord
health|author=gerson,30,Health|author=Gerson
marqui,10,Marquis
$,7,$
nikki,1,Nikki
1072,1,1072
1073,1,1073
fairness.,11,fairness.
'imag,1,'Image
...,115,...
marco,30,Marcos
march,58,March
innat,107,"innate, innately"
non-format,20,non-formatted
__toc__,1,__TOC__
reciprocity|golden,33,reciprocity|Golden
fifty-thousand,1,Fifty-thousand
characterist,39,"characteristic, characteristics"
pillar,1,pillars
manifest,12,manifestation
byproduct,12,byproduct
popular,76,Popular
cruis,2,cruise
~~~~insert,2,~~~~Insert
yolo,1,yolo
some,812,"Some, some"
last5,5,last5
last4,18,last4
last7,5,last7
last6,5,last6
last1,105,last1
last3,45,last3
last2,94,last2
last=,1,last=
"neuroscience,",1,"neuroscience,"
chocol,6,"chocolate, CHOCOLATE"
web|last=rushton|first=j,3,web|last=Rushton|first=J
src=,2,src=
|religi,9,"|religious, |Religious"
run,24,"running, run, runs"
"r.,",3,"R.,"
"definite,",1,"definite,"
stem,13,stems
cochran,54,Cochran
step,28,"step, steps"
dilemma|divin,4,dilemma|Divine
"subjectivism,",1,"subjectivism,"
wealth,22,"wealth, Wealth"
faith,85,"faith, Faith"
paralyz,3,paralyzed
block,5,"Block, block, BLOCK"
dude,1,dude
within,435,"within, Within"
phil|year=,6,Phil|year=
hufhhh,1,hufhhh
ensur,57,"ensures, ensuring, ensure"
978-0-306-81608-6,1,978-0-306-81608-6
institut,1,institutions
aristotelianism|,1,Aristotelianism|
stanbyebyedard,1,stanbyebyedards
78,2,78
|first2=,19,|first2=
properli,11,"properly, Properly"
reed,1,reed
newer,8,newer
'bold,9,'Bold
vmpc-impair,9,VMPC-impaired
info,1,info
utc,18,UTC
.o,1,.O
paola,1,Paola
westermarck,34,Westermarck
principles.,46,principles.
dickish,1,dickish
similar,28,"similarity, similarities, similars, similar"
doi=10.1177/0022427801038001001,5,doi=10.1177/0022427801038001001
inch,1,INCH
/youtub,5,/youtube
doesn,2,doesn
repres,85,"representativeness, represent, representativity, representing"
inequality|url=http,3,Inequality|url=http
commandments”,28,commandments”
aritstotl,3,Aritstotle
aggrav,6,aggravated
psychopath,27,psychopath
willer,6,Willer
spousal,1,Spousal
|pages=11–26,17,|pages=11–26
gaukroger|first=,1,Gaukroger|first=
nag,1,nag
good.|stutt,1,good.|Stuttering
titl,367,title
-the,3,-The
455–462,5,455–462
theory»,2,theory»
"themselves,",1,"themselves,"
draw,17,"draw, drawing"
outgroup,49,"outgroups, outgroup"
|pages=,32,|pages=
william,16,William
issue-6,1,issue-6
evan,23,Evans
id=3ewgaqaaiaaj,7,id=3EwgAQAAIAAJ
e,69,"e, E, es"
moraliteit,21,Moraliteit
self-respons,1,self-responsibility
|how,1,|How
2001|edition=,9,2001|edition=
examin,30,"examine, examined, Examination"
funct,10,Funct
responsibil,2,responsibile
gd,1,gd
gb,17,GB
kato,1,kato
go,60,"GO, going, go"
gn,3,gn
gl,7,gl
cognit,88,"cognitive, cognition, Cognitive"
kate,1,KATE
gh,1,gh
nose,1,nose
"position,",1,"position,"
aris,16,arising
interchangeable.,1,interchangeable.
tue,1,tue
g.,133,G.
'how,33,'how
tonal,1,tonal
gender,13,gender
michael,2,Michael
ryan,1,ryan
verdict,3,verdict
childress|,5,Childress|
barbara,16,Barbara
puke,2,PUKE
zh,43,zh
pornographi,1,pornography
//moses.creighton.edu/jrs/2006/2006-,2,//moses.creighton.edu/JRS/2006/2006-
s.j,26,S.J
pyromaniac,1,pyromaniac
that’,2,that’s
s.|,14,S.|
click,1,clicking
bhagavad,8,Bhagavad
slight,1,slight
cell,43,cell
experiment,14,"Experimentalism, experimental"
celi,1,Celi
sikat,2,sikat
year=2005|,18,year=2005|
becom,94,"become, becomes, becoming"
convers,10,"conversely, Conversely"
1533,1,1533
chang,126,"changes, changed, CHANGE, changing, Changes, change"
gene,22,"genes, gene"
chanc,3,chance
wie,27,Wied
clark,6,Clark
danger,34,"dangers, DANGER, Dangerous, dangerous, danger"
win,8,"win, wins, winning"
wit,1,wit
*girl,3,*Girls
merge_to_morality.3f,1,Merge_to_Morality.3F
crap,2,crap
fibr,22,"fibre, Fibre"
implic,3,implication
book|last=churchland|first=patricia,5,book|last=Churchland|first=Patricia
generos,30,"generosity, Generosity"
jonathan,106,Jonathan
coercive—part,17,coercive—part
===sociopathy===,1,===Sociopathy===
responsibility|mor,3,responsibility|morally
ajw9ofaja3jqilafsdji,1,ajw9ofaja3jqilafsdji
peggy|editor1-last=,26,Peggy|editor1-last=
retriev,22,"retrieved, Retrieved"
salad,1,salad
perceiv,6,perceived
ride,44,"riding, ride"
non-human,3,non-human
meet,9,meet
control,48,"control, controlling, controls"
protip,1,PROTIP
cuas,4,"cuased, cuase"
georg,55,"Georges, George"
date=march,2,date=March
poetri,1,poetry
fare,2,fare
web|last=gert|first=bernard|title=th,7,web|last=Gert|first=Bernard|title=The
moralnos'c,3,Moralnos'c
boooooo,2,boooooo
fart,1,farted
incest|incest,2,"incest|Incest, incest|incest"
hiduism,1,Hiduism
masturb,2,masturbation
xenophobia,1,xenophobia
beliefspoooooooooooo,1,beliefspoooooooooooo
user:87.84.100.98|87.84.100.98,1,User:87.84.100.98|87.84.100.98
nonhuman,4,Nonhuman
encyclopedia,156,"Encyclopedia, encyclopedia"
rove,1,roving
"hand,",1,"hand,"
york|isbn=1-4391-7121-1,10,York|isbn=1-4391-7121-1
//selfhelpinspiration.com/article/morals_in_society.html,7,//selfhelpinspiration.com/article/morals_in_society.html
===ventromedi,1,===Ventromedial
consensu,3,consensus
doi|10.1111/j.1468-5906.2005.00296.x,39,doi|10.1111/j.1468-5906.2005.00296.x
commemer,1,commemerated
|title=,216,|title=
dike,1,DIKES
popularli,51,popularly
propound,19,propounded
nihil,23,nihilism
somewher,1,somewhere
judgment|judg,43,Judgment|judgment
backtothekitchen.jpg|no,1,Backtothekitchen.jpg|NO
moralities===,3,moralities===
323–340,13,323–340
morality|mor,15,"Morality|moral, Morality|Morality"
|,2635,|
323–348,20,323–348
globe,2,Globe
misde,2,misdeeds
mollusc,2,mollusc
special,22,"Special, special, Specially"
influenc,68,"influenced, influencing, influences, influence"
lunn,3,Lunn
"time,",1,"time,"
suitabl,1,suitable
memet,2,memetic
manipul,3,"manipulated, manipulation"
geisler,1,Geisler
==evolutionari,3,==Evolutionary
etern,40,eternal
labelling==,1,labelling==
ask,19,"asking, asks, ask"
keep,44,"keeping, Keep, keep"
keen,16,keen
|date=april,1,|date=April
cristian,1,Cristians
seider,1,Seider
"society,",2,"society,"
christoph,64,Christopher
qualiti,49,"quality, qualities"
atheists/agnost,1,Atheists/Agnostics
warcraft,1,Warcraft
bitch,6,"bitches, bitch"
"activity,",1,"activity,"
1989,30,1989
doi=10.1080/01639625.1996.9968014,1,doi=10.1080/01639625.1996.9968014
perfectli,18,perfectly
butthurt|hyperjeal,1,Butthurt|hyperjealous
attach,7,"attached, attachment"
attack,2,attack
===moral,21,===Morality
anxiety-induc,6,anxiety-induced
rebelli,1,rebellious
2010-04-15,3,2010-04-15
faith-bas,6,faith-based
final,6,"finally, finality, final"
|accessdate=2012,1,|accessdate=2012
punish,147,"punished, punishable, punish, punishment, Punishment"
methodolog,48,"methodological, methodology"
attitudes.,26,attitudes.
exactli,5,exactly
herself,10,herself
choice.jpg|notic,1,Choice.jpg|Notice
bec,1,BEC
bed,1,bed
bee,5,"bees, Bees, bee"
noprint,1,noprint
dubiou,1,dubious
bare,13,bare
===critic,1,===Criticisms
//www.independent.co.uk/news/uk/home-news/young-people-see-family-care-as-higher-moral-priority-than-religion-8129687.html,6,//www.independent.co.uk/news/uk/home-news/young-people-see-family-care-as-higher-moral-priority-than-religion-8129687.html
wheelchair,2,"Wheelchair, wheelchair"
essay-lik,1,essay-like
sw,5,sw
tabl,2,table
need,127,"needed, needs, Need, need"
''q,2,''q
fables|aesop,3,Fables|Aesop
tale,3,tale
woman===,2,Woman===
''r,2,''r
unawar,82,"unaware, unawareness"
mango,1,Mango
//moses.creighton.edu/jrs/2005/2005-11.html|,72,//moses.creighton.edu/JRS/2005/2005-11.html|
tactic,1,tactics
/www,2,/www
singl,43,single
deploy,1,deployment
galleri,9,"Galleries, gallery"
discov,2,"discovered, discovers"
presid,21,president
|authorlink=simon,4,|authorlink=Simon
'guiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,1,'guiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
behavior.,2,behavior.
urg,10,"urge, urges"
cime,1,cime
url,187,url
urh,1,urh
"relative,",1,"relative,"
issuanc,4,issuance
inde,85,"indeed, Indeed"
|improp,1,|Improper
laurenc,40,LAURENCE
evolutionarili,1,evolutionarily
spleep,1,spleeps
constrain,1,constrained
chadwick,30,Chadwick
2000|publisher=,8,2000|publisher=
anyway,2,anyway
edu/entri,2,edu/entries
zahavi,8,Zahavi
20commandments.pdf|title=,9,20Commandments.pdf|title=
tire,4,tired
understfuckand,1,understfuckanding
forev,1,Forever
|chapterurl=http,17,|chapterurl=http
envi,3,Envy
arabian,1,Arabian
michigan,16,Michigan
publishers|th,16,Publishers|The
gray,1,Gray
enabl,3,enabled
//plato.stanford.edu/entries/redistribution/|accessdate=5,3,//plato.stanford.edu/entries/redistribution/|accessdate=5
torgo|,1,Torgo|
bacon,1,Bacon
she,76,"SHe, She, she"
would-b,1,would-be
graf,1,Grafen
widow,1,widow
itemid=2064,17,ItemID=2064
guilt-sham,16,guilt-shame
immor,293,"immorality, Immoral, Immorality, immoral"
//www.meaninginmylife.com,19,//www.meaninginmylife.com
view.,26,view.
statu,61,status
morality|sci,1,morality|science
study.,30,study.
correctli,5,correctly
kitchen|wash,1,kitchen|washing
written,29,written
neither,4,neither
induc,1,induced
zeitgeist,34,Zeitgeist
|date=februari,1,|date=February
chapouthier|chapouthi,15,Chapouthier|Chapouthier
key,63,key
otherwis,49,otherwise
primordi,3,primordial
sniff,4,"SNIFF, sniff"
|first=noam,11,|first=Noam
career,23,careers
congram,1,CONGRAM
samaritan,2,Samaritan
admit,3,"admitted, admitting"
joy.,12,joy.
gita,8,Gita
asjkdhjkdh,1,asjkdhjkdh
8217,2,8217
marijk,41,MARIJKE
see|jean_piaget,8,see|Jean_Piaget
"sense,",6,"sense,"
quit,48,quite
yay,1,yay
susten,1,sustenance
willi,1,willy
treat,163,"treating, treat, treated"
eightfold,47,Eightfold
//enrichmentjournal.ag.org/201102/201102_108_slavery.htm.cfm|accessdate=2,11,//enrichmentjournal.ag.org/201102/201102_108_slavery.htm.cfm|accessdate=2
vinci,1,Vinci
bagiuo.uminit,1,bagiuo.uminit
202010,8,202010
pig,1,pig
debtor,1,debtor
novel,10,novel
24503,1,24503
"delinquency,38,3-21",1,"Delinquency,38,3-21"
1512,1,1512
engag,62,"engaging, engage, engages"
neuron,86,"neurons, Neuron, Neurons, neuron"
hiiiiii,1,HIIIIII
reviv,46,reviving
welcom,1,Welcome
/i,10,/i
parti,31,"party, parties"
/a,7,/a
university|url=http,6,University|url=http
speaker,64,speakers
/s,6,/s
/p,1,/p
dickhi,1,dickhy
http,1201,http
effect,251,"effectively, effects, effective, Effect, effect"
inbreed,32,inbreeding
mordechai,16,Mordechai
ashley,1,Ashley
pejor,1,pejorative
i,137,"I, i"
well,64,"Well, well"
lfuckast,1,lfuckast
//nice2feel.blogspot.com,1,//nice2feel.blogspot.com
guidanc,1,guidance
sibl,2,siblings
p240,39,p240
savannah,1,savannah
daig,1,daig
43,1,43
"religion,13,455-462",17,"Religion,13,455-462"
—,48,—
increasingli,2,increasingly
skill,1,skills
lauren,2,Lauren
===dangers===,1,===Dangers===
patricia,2,Patricia
titti,2,"titties, Titty"
"size,",1,"size,"
nate,1,Nate
fail|los,1,Fail|losing
fate,1,fate
nishapuri,1,Nishapuri
wimminz,1,WIMMINZ
//espanol.apologeticspress.org/articles/240427|publisher=apologet,23,//espanol.apologeticspress.org/articles/240427|publisher=Apologetics
266,1,266
region=u,2,region=us
''actual,14,''actually
psychiatr,18,psychiatric
lost,3,lost
shefali,1,Shefali
necessari,34,necessary
lose,4,"losing, Lose"
==moralled==,1,==Moralled==
page,220,"pages, Page, page"
candi,2,candy
therein,1,therein
'you,1,'You
homo,3,homo
unfak,1,unfakeably
home,1,home
peter,28,Peter
tintoretto,10,Tintoretto
allegori,10,Allegory
broad,1,broad
fanni,1,fannys
overlap,10,overlapped
estim,2,estimation
dekan,1,Dekan
hinder,6,"hinder, hindered"
encourag,136,"encourage, encourages, encouraging"
individualist,10,individualistic
usal,1,Usally
journal,694,"journal, Journal"
usag,168,"Usage, usages, usage"
circumstanti,2,circumstantial
“morality”,10,“morality”
ridley,1,Ridley
dilemma|mor,5,dilemma|moral
instinct,45,"instinctive, instincts"
th,21,th
quarter,6,quarters
freedom,7,freedom
mdash,108,mdash
www.youtube.com/immortalhdfilm,1,www.youtube.com/ImmortalHdFilms
tortur,1,tortured
washington,10,Washington
primat,7,"Primates, primate"
"times,",1,"times,"
liberalis,1,liberalising
pointless,1,pointless
editor2-last=,26,editor2-last=
zoologist,1,zoologist
sanjin,1,Sanjines
inner,33,"inner, Inner"
fallibil,7,Fallibilism
truthfulness/honesti,5,truthfulness/honesty
north,2,"north, North"
hr,17,hr
hu,6,hu
neutral,3,"neutrality, neutral, Neutral"
hi,297,"his, His, HI, Hi, hi"
gain,11,"gained, gain, Gain"
"decisions,",4,"decisions,"
ear,18,Ear
eat,19,"EATS, eating, eat, EAT"
he,241,"he, HE, He"
off-top,2,Off-topic
//www.intelligenceispower.com/,1,//www.intelligenceispower.com/
oadiosf,1,oadiosf
redistribut,3,Redistribution
engend,9,engendered
limit,19,"limited, limits"
woman|women,1,woman|women
subordin,8,"subordinates, subordinate"
reciproc,137,"reciprocal, Reciprocal, reciprocator, Reciprocity, Reciprocator, reciprocally, reciprocate, reciprocation, reciprocity, reciprocators"
evalu,7,evaluated
|last=sherm,16,|last=Shermer
much-fast,3,much-faster
eric,12,Eric
''onislam.net,1,''OnIslam.net
"philosophy,",1,"philosophy,"
contest,11,"contested, contest"
futur,37,future
rememb,5,"remembered, remember, Remember"
faux-pa,4,faux-pas
expectnoth,1,expectnothing
//www.chabad.org/search/keyword.asp,41,//www.chabad.org/search/keyword.asp
star,1,star
for|th,6,for|the
id=license-to-sin,8,id=license-to-sin
stay,6,"stay, stays"
liklihood,3,liklihood
blameworthi,2,blameworthy
atheist,75,"Atheists, atheists, atheist, Atheist"
kolej,2,Kolej
atheism,19,"atheism, Atheism"
portion,1,portion
philosophy|,1,philosophy|
refimprove|date=march,3,Refimprove|date=March
decemb,1,December
demand,10,"demand, demands"
protest,1,protest
asian,2,"Asian, ASIAN"
|first6=,9,|first6=
accus,2,"accusing, accusations"
accur,1,accurate
sorri,1,sorry
swan,1,Swan
buddi,1,buddies
biology|altru,5,biology|Altruism
hitchens|first=,32,Hitchens|first=
berumen,1,Berumen
36|issue=,29,36|issue=
void,1,void
voic,7,voice
smack,2,"smacking, smack"
govern,90,"governs, government, govern, governing, governments"
appar,40,"apparent, apparently"
crossref,12,CrossRef
expert-subject|1=philosophy|date=april,2,expert-subject|1=Philosophy|date=April
naturalist,17,naturalists
|person,28,|personal
.and,1,.and
immoralityinternational.com,2,ImmoralityInternational.com
haidt,202,Haidt
aggreg,6,aggregation
andré,10,André
even,257,"even, Even"
neg,180,"negativity, negatively, negative, Negativity, Negative"
v=2tgieann5jq,1,v=2tGieanN5JQ
asid,4,aside
lightn,1,lightning
new,241,"New, new"
ever,40,"Ever, ever"
elimin,4,"Eliminate, eliminate"
behavior,985,"behaviors, Behaviors, Behavior, behavior, behavioral"
men,19,"men, Men"
