,count,inflections
//jewellery.php5.cz/bracelet/bracelet-diamond-tennis.html,1,//jewellery.php5.cz/bracelet/bracelet-diamond-tennis.html
wow,2,wow
particip,30,"participants, participation"
contextual_therapy|contextu,7,Contextual_therapy|contextual
greg,1,greg
woodchuck,2,woodchuck
non-descriptiv,67,"non-descriptivism, Non-descriptivism"
numer,8,"numerical, numerous"
spray,2,"spraying, spray"
distinguish,44,"distinguish, distinguishable, distinguished"
both,311,both
garrison,14,Garrison
refimprov,7,Refimprove
buzz,1,buzz
jeff,1,Jeff
"live,",2,"live,"
"technological,",2,"technological,"
header,6,header
femin,65,"Feminism, feminism"
mission,1,mission
forgiv,2,"forgiveness, Forgiveness"
merrrrrrrrrrrrrrrrhhhhhhhhhhhhhhhhhhh,1,merrrrrrrrrrrrrrrrhhhhhhhhhhhhhhhhhhh
philosophers==,1,philosophers==
damn,1,damn
threaten,6,"threaten, threatening"
bauman,7,Bauman
anthoni,1,ANTHONY
boy,4,"boys, BOYS"
imag,38,"Image, image"
"coincidentally,",1,"coincidentally,"
“cheating”,2,“cheating”
look,60,"looking, looked, look, looks, Look"
governor,4,"Governors, governor"
pace,2,pace
while,415,"while, While"
smart,1,smart
luciano,1,Luciano
fleet,42,fleeting
hineed,1,hineeded
fixtur,1,fixtures
pack,4,pack
landauer,1,Landauer
pragmat,19,"Pragmatism, Pragmatic, pragmatic"
هذا,2,هذا
jpg,1,jpg
//www.open2.net/ethicsbites/index.html,19,//www.open2.net/ethicsbites/index.html
besley,1,besley
2013|archiveurl=//web.archive.org/web/20131028131348/http,2,2013|archiveurl=//web.archive.org/web/20131028131348/http
''euskal,1,''Euskal
تعني:,1,تعني:
grant,3,granted
phsycolog,1,phsycology
belong,3,"belonging, belong"
reumer,1,Reumer
tasdfasdfasdfasdfsafasfasfafher,1,Tasdfasdfasdfasdfsafasfasfafhere
wwww,1,wwww
g.e,33,G.E
conflict,57,"conflicting, conflicts, conflict"
poofter,1,poofter
non-eth,24,non-ethical
goodwil,1,goodwill
lie,114,"Lie, Lying, lie, LYING, lies, lying"
optim,10,"optimal, Optimism"
rationalism|r,5,rationalism|rational
objectivity|object,3,objectivity|objective
user,8,User
bonum,69,bonum
gilligan2009,1,GILLIGAN2009
"changed,",1,"changed,"
older,3,older
هذه,2,هذه
والذي,2,والذي
"g.,",1,"g.,"
====militari,12,====Military
abiot,7,abiotic
vietnames,1,Vietnamese
|conduct,26,|conduct
wit|archivedate=juli,2,Wit|archivedate=July
yat-sen,2,Yat-Sen
individual’,54,individual’s
rp|35-37,1,rp|35-37
shid=1,1,shid=1
ssrn,1,SSRN
伦,1,伦
panayot,77,Panayot
1072,7,1072
contributions/108.230.20.101|108.230.20.101,1,Contributions/108.230.20.101|108.230.20.101
//www.pelendrek.com/hoodia/gnc,1,//www.pelendrek.com/hoodia/gnc
jerom,1,jerome
subsequ,9,Subsequently
...,103,...
undisput,4,undisputed
march,47,March
"probability,",1,"probability,"
non-format,2,non-formatted
un-written,1,un-written
game,4,"game, games, GAME"
10.1111/j.1467-8519.2008.00688.x,3,10.1111/j.1467-8519.2008.00688.x
marcu,1,Marcus
*dolphin,1,*Dolphins
characterist,49,"characteristic, characteristics"
'theori,1,'theory
resolv,96,"resolved, resolve, Resolving, resolving"
manifest,16,manifestation
byproduct,14,byproduct
popular,44,"popular, popularized, popularity"
weiner,1,weiner
pilgrimag,1,pilgrimage
r.c,9,R.C
creation,27,"creations, creation"
some,912,"some, Some"
r.d,41,R.D
етика,238,Етика
last1,13,last1
last2,15,last2
katonia,1,KATONIA
chocol,3,chocolate
====contemporari,3,====Contemporary
//www.annalsofgeophysics.eu/index.php/annals/issue/view/482.,7,//www.annalsofgeophysics.eu/index.php/annals/issue/view/482.
'higher,4,'higher
run,64,"runs, run"
stem,45,"Stem, stem"
"works,",1,"works,"
step,4,step
feild,1,feild
soemtim,1,soemtimes
wealth,106,"wealth, Wealth"
shine,1,Shine
faith,4,"faith, faiths"
in-depth,1,in-depth
crisi,1,CRISIS
huhuhuhuh,1,huhuhuhuh
beetch,1,beetches
block,2,Block
==histor,1,==Historical
ekjhldfiy,1,Ekjhldfiy
smelli,2,smelly
dude,3,"Dude, dude"
within,233,"within, Within"
universaliz,1,universalizable
ensur,52,ensure
23398,5,23398
"theory,",2,"theory,"
institut,87,"institutional, institute, Institute, institution, Institutions, institutions"
carnegi,2,Carnegie
====bioethics====,7,====Bioethics====
main|descript,39,"Main|Descriptive, main|Descriptive"
properli,10,properly
sub-disciplin,3,sub-disciplines
frost,1,Frost
reed,1,Reed
ecumen,5,"Ecumenism, ecumenical"
newer,1,newer
'bold,9,'Bold
pwn,1,pwn
specialti,1,specialty
afterlif,51,afterlife
info,1,info
.i,1,.I
kant===,26,Kant===
//www.pelendrek.com/hoodia/h57,1,//www.pelendrek.com/hoodia/h57
.d,2,".d, .D"
seemain1|meta-eth,1,seemain1|Meta-ethics
utm,1,utm
"principles,",1,"principles,"
|state,6,|state
chelsea,3,CHELSEA
malic,10,malice
doesn,1,doesn
repres,27,"represents, represent, representing"
name=bbc/,2,name=bbc/
epsxlu,57,epsxlu
kidney,1,kidney
titl,171,"Title, title"
tito,2,Tito
nal,1,nal
nam,1,NAM
draw,21,"draw, draws, drawing"
resign,56,"resigning, resignation, resign"
william,458,"William, william, Williams"
macintyre|macintyr,2,MacIntyre|MacIntyre
est,1,estes
|last=kidder|first=,3,|last=Kidder|first=
evad,70,evade
e,87,"E, e, es"
butcher-hous,1,butcher-houses
depth,1,depths
-webkit-column-count:3,4,-webkit-column-count:3
avoid,155,"avoid, avoided"
nynorsk,1,nynorsk
kati,2,"Katie, katie"
أبعادهما,1,أبعادهما
frankena,56,Frankena
ga,1,ga
aristocrat,13,aristocrats
gl,61,gl
cognit,46,cognition
proiect,2,proiect
gonzález,7,González
*wolv,1,*Wolves
|non-cognitiv,2,|non-cognitivism
hhnu,1,hhnu
aris,102,"arising, arise"
sausag,1,sausage
nichola,1,Nicholas
narcissism|narcissist,17,narcissism|narcissistic
main|bioethics|med,27,"main|Bioethics|Medical, main|bioethics|medical"
trough,3,trough
gtup,1,gtup
g.,46,G.
==modern,2,==Modern
gender,25,gender
button,14,buttons
michael,14,Michael
verdict,21,verdict
press|isbn=978-0-19-532899-8|page=62|quote=th,3,Press|isbn=978-0-19-532899-8|page=62|quote=The
المتعارف,1,المتعارف
zh,68,zh
zi,1,Zi
khalifa,1,khalifa
===ecology===,1,===Ecology===
za,15,za
uniqu,48,"uniquely, unique"
jump,2,"Jump, JUMP"
vaccin,45,vaccine
ethics|*,38,Ethics|*
=====cyrena,10,=====Cyrenaic
celt,2,Celts
cell,56,"cell, Cell"
experiment,39,"experimental, experimentation"
reposns,1,reposnses
becom,240,"becomes, become, becoming"
—that,14,—that
talklin,3,Talkline
pretti,1,pretty
pl/stranasmer/propecia/impotence-propecia.html,1,pl/stranasmer/propecia/impotence-propecia.html
utilitarianism|utilitarian,29,"utilitarianism|utilitarians, utilitarianism|utilitarian"
chang,94,"changing, Chang, changed, changes, change"
gene,3,gene
author-link,3,author-link
chanc,61,chance
danger,2,dangerous
0-87220-124-4,13,0-87220-124-4
wil,2,"wil, wilful"
6-8-1993,8,6-8-1993
rid=3294,1,rID=3294
wit,9,witnessed
dosent,4,dosent
self-benefit,1,self-benefit
reasoning|edit,1,Reasoning|edition
crap,5,"Crap, crap, Craps"
français,2,Françaises
=ivanho,8,=Ivanhoe
otherknow,1,otherknow
implic,143,"implications, Implicity"
3-29.,16,3-29.
0253205220,1,0253205220
remaind,8,remainder
benchmark,1,benchmarks
كل,4,كل
retriev,2,Retrieved
perceiv,54,"perceived, perceive"
virginian,2,Virginians
ride,2,riding
arana,2,Arana
non-human,11,"non-human, non-humans"
meet,10,"meet, meeting"
control,64,"control, controlling, controlled, controls"
york|isbn=0-688-17590-2|page=63,4,York|isbn=0-688-17590-2|page=63
halloween,1,halloween
lizard,1,lizard
existentialism|existentialist,1,existentialism|existentialist
sought,24,sought
sadness|sad,1,Sadness|Sadness
narr,14,narrative
===machin,2,===Machine
====state,4,====State
//caae.phil.cmu.edu/cavalier/80130/part2/ii_preface.html|accessdate=februari,1,//caae.phil.cmu.edu/Cavalier/80130/part2/II_preface.html|accessdate=February
//en.wikipedia.org/wiki/christian_hedon,1,//en.wikipedia.org/wiki/Christian_Hedonism
elus,3,elusive
int11,1,int11
fart,1,fart
unhappinessworri,1,unhappinessworry
====machin,6,====Machine
masturb,3,"MASTURBATE, MASTURBATION"
nativ,3,native
wittgenstein,41,Wittgenstein
وتعني,2,وتعني
===appli,4,===Applied
nonhuman,8,"Nonhuman, nonhuman, nonhumans"
seemain1|norm,1,seemain1|Normative
encyclopedia,177,"Encyclopedia, encyclopedia"
agenda,13,agendas
søren,13,Søren
//jewelleri,3,//jewellery
least,18,least
"hand,",1,"hand,"
basement,1,basement
outer,1,outer
xxviii,1,xxviii
weltanschauung,26,Weltanschauung
brook,1,BROOKS
danciu,1,Danciu
//www.pelendrek.com/paxil/cr-paxil.htm,1,//www.pelendrek.com/paxil/cr-paxil.htm
//www.episodes.co.in/contents/2011/dec/p257-262.pdf,2,//www.episodes.co.in/contents/2011/dec/p257-262.pdf
handl,8,handling
auti,1,auty
propound,12,propounded
nihil,129,"Nihilism, nihilism"
bibliom,1,bibliomancy
religionist,24,religionists
somewher,1,somewhere
‘not,18,‘not
|sam,2,|Sam
bacha,1,bacha
|,1458,|
upward,7,upward
currentmonthnam,2,CURRENTMONTHNAME
oash,1,oash
illi,1,illy
"'',",3,"'',"
special,104,"special, specialized, Special, specialization"
mat,1,Mat
===utilitarianism===,26,===Utilitarianism===
braxton,1,Braxton
needed|date=septemb,16,needed|date=September
influenc,39,"influenced, influences, influence"
inpho|taxonomy/2243|eth,2,InPho|taxonomy/2243|Ethics
//www.normativeethics.com,12,//www.normativeethics.com
remism,1,remism
"time,",1,"time,"
time.,4,time.
activist,4,activist
//www.eskieserler.com/dosyalar/mpdf,1,//www.eskieserler.com/dosyalar/mpdf
footprint,44,"footprint, Footprint"
manipul,6,"manipulating, manipulation"
levitra,5,levitra
advisor,1,advisor
==evolutionari,5,==Evolutionary
darkli,1,darkly
hoodia.htm,2,hoodia.htm
keep,5,keep
università,8,Università
|date=april,1,|date=April
shrek,1,shrek
mankind,2,mankind
philosophy-sidebar,10,Philosophy-sidebar
christoph,2,christopher
qualiti,35,"quality, qualities"
astroeth,3,astroethics
self-realization,45,self-realizationism
bitch,19,"bitches, bitch, BITCHES, Bitches"
1989,63,1989
hehe,3,hehe
pre-empt,1,pre-emptive
grow,70,growing
//jewellery.php5,1,//jewellery.php5
attach,51,attachments
attack,25,attacked
privaci,1,Privacy
جملة,2,جملة
//anti-procreationmovement.blogspot.com/,1,//anti-procreationmovement.blogspot.com/
==harmoni,1,==Harmonious
travi,2,"travis, Travis"
methodolog,9,methodological
theoryri,1,Theoryry
"attitudes,",1,"attitudes,"
exactli,2,exactly
herself,6,herself
gradual,4,gradual
=indianapoli,5,=Indianapolis
suomi,1,Suomi
main|adolf,1,Main|Adolf
s|,6,S|
bed,1,Bed
reading==,41,"Reading==, reading=="
bare,1,bare
bep,1,bep
bet,1,bets
exhibit,1,exhibit
h8zh87zh,1,h8zh87zh
julian,4,Julian
main|appli,65,"Main|Applied, main|Applied, main|applied"
===evolutionari,10,===Evolutionary
p.j,8,P.J
philpapers|browse/applied-ethics|appli,2,PhilPapers|browse/applied-ethics|Applied
close,81,"closely, Closely, close, closeness"
need,387,"NEED, needed, needs, need, Needs"
bastard,1,bastard
|accessdate=2008-03-27,3,|accessdate=2008-03-27
//www.iapg.geoethics.org/,1,//www.iapg.geoethics.org/
pëtr,1,Pëtr
main|geoeth,5,Main|Geoethics
heisenberg,1,Heisenberg
p.8,12,p.8
2011|publisher=oxford,3,2011|publisher=Oxford
deplor,3,deplored
galleri,4,gallery
p.7,12,p.7
cousel,2,Couseling
rigor,79,"rigor, rigorously, rigorous"
aborigin,1,aboriginal
pov-check,1,POV-check
ure,1,ure
stereo,22,stereo
urg,54,"urges, urged"
skunt,1,skunt
url,54,url
upset,52,upset
inde,5,"indeed, Indeed"
1-4021-6393-2,1,1-4021-6393-2
1-4021-6393-7,1,1-4021-6393-7
'domest,13,'domestic
bia,20,bias
apparatu,29,apparatus
affair,26,affairs
platon,1,Platonism
"procedure,",1,"procedure,"
tiếng,1,Tiếng
"obligatory,",1,"obligatory,"
anyway,1,anyway
==sexthics==,1,==Sexthics==
ottoman,1,Ottoman
shield,3,shielded
forev,42,forever
=state,1,=State
manufactur,1,manufacturing
envi,1,Envy
ayer,8,Ayer
deiti,1,deity
clarify|date=februari,11,Clarify|date=February
hummmmmmmmmmmmmmmmmmmmmmmmmmveeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,1,HUMMMMMMMMMMMMMMMMMMMMMMMMMMVEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE
–can’t,1,–can’t
needed|date=februari,10,needed|date=February
raja,1,raja
tbd,1,TBD
gray,1,gray
tobacco,2,tobacco
fact|date=march,3,Fact|date=March
grat,1,gratful
altuism,2,altuism
she,20,"shes, She, she"
contain,2,contains
sho,1,sho
legaci,3,Legacy
impor,3,"imporant, Imporant"
كلمة,2,كلمة
orphan,1,orphan
book|author1=chri,4,book|author1=Chris
immor,206,"Immoral, immoral"
statu,75,status
aros,1,arose
luv,1,LUV
tend,242,"tending, tends, tended, tend"
written,7,written
joyc,24,Joyce
neither,130,"neither, Neither"
charalamb,4,"CHARALAMBOU, Charalambou"
casuistry|casuistri,22,casuistry|Casuistry
merri,43,merry
hindusm,1,Hindusm
*ethic,9,"*Ethical, *Ethics"
key,13,"Key, key"
thank,2,"Thanks, Thank"
career,8,"career, careers"
evil|bad,1,evil|bad
admit,1,admits
jersey,10,Jersey
tuesday,3,Tuesday
non-rel,6,Non-Relative
étika,67,Étika
''bold,2,''Bold
quit,7,"quitting, quite"
section|date=march,15,section|date=March
"own,",1,"own,"
brandewl,1,Brandewl
shaikh,1,shaikh
utilitarianism|,1,utilitarianism|
==refer,21,==References
willl,1,willl
eightfold,1,Eightfold
wtf,1,wtf
main|hedon,5,Main|Hedonism
.ethic,4,".ethics, .Ethics"
main|bioeth,8,Main|Bioethics
stakehold,5,"stakeholder, Stakeholder, stakeholders"
plausibl,1,plausibly
etyka,66,Etyka
ndash,125,ndash
harder,27,harder
contextu,1,Contextual
gucci,1,Gucci
phenomenolog,1,Phenomenology
glossari,20,"glossary, Glossary"
этик,6,Этик
1513,6,1513
1512,6,1512
engag,32,"engaging, engage, engagement"
jksfdalkjsfad,1,jksfdalkjsfad
revis,2,revision
scienc,303,"Sciences, Science, sciences, science"
euskara,1,Euskara
welcom,1,Welcome
/i,63,/i
parti,2,"party, parties"
began,54,began
roman,24,"Romans, Roman"
/a,52,/a
rubish,1,rubish
"19:34,",1,"19:34,"
fosl|year=2007|publisher=,1,Fosl|year=2007|publisher=
/s,3,/s
حددتها,1,حددتها
gielen,1,Gielen
http,1335,http
absorb,50,absorbed
effect,234,"effected, effects, effective, effect"
unchalleng,74,unchallenged
we’ll,3,"We’ll, we’ll"
renix,1,Renix
//ethicas.org/,1,//ethicas.org/
ordinar,1,ordinare
//,1,//
compendium,3,Compendium
ashley,1,ashley
main|meta-eth,84,"Main|Meta-ethics, main|Meta-ethics"
i,227,"I, i"
well,177,"well, Well"
====cyrena,30,====Cyrenaic
dharma,2,Dharma
sibl,3,sibling
9781566192712.,300,9781566192712.
"scientific,",1,"Scientific,"
mistaken,1,mistaken
—,87,—
increasingli,3,Increasingly
skill,2,skill
assuag,46,assuaged
stregth,1,stregth
non-econom,14,non-economic
epistemologică,2,epistemologică
titti,1,titties
nate,1,Nate
ducks..,1,ducks..
yazan,1,yazan
262,1,262
32-33,63,32-33
writes:,1,writes:
bosanski,1,Bosanski
loss,35,loss
sissi,1,sissies
lost,55,lost
stevenson,8,Stevenson
necessari,181,necessary
scholarli,34,scholarly
lose,104,lose
book|last=toner|first=jam,4,book|last=Toner|first=James
asdl,48,asdl
page,27,"page, pages"
candi,2,candy
therein,1,therein
homo,4,homo
enviro,1,enviroment
peter,45,Peter
=dd,1,=DD
|habit,35,|habit
broad,73,"broad, Broad"
e-mail,3,"E-mail, e-mails"
overlak,2,overlake
habits.,1,habits.
//hu.wikipedia.org/wiki/etika_,1,//hu.wikipedia.org/wiki/Etika_
dekan,1,Dekan
encourag,158,"encourage, Encourage, encouraged"
individualist,8,individualistic
usal,1,usally
real-world,1,real-world
journal,120,"journalism, Journalism, journal, journals, Journal"
"immortality,",2,"immortality,"
usag,1,usage
parasit,3,parasites
instinct,51,"instinct, instincts"
====busi,8,====Business
upanishad,3,Upanishadic
freedom,119,"freedoms, freedom, Freedom"
mdash,23,mdash
"metaethics,",1,"Metaethics,"
nightclub,1,nightclubs
mofo,1,mofo
"telling,",1,"telling,"
български,1,Български
territori,1,territory
العامة,2,العامة
h1,1,h1
washington,5,Washington
h7,1,h7
h.,1,H.
050711,1,050711
pointless,13,pointless
hislat,1,hislatent
lang|grc|-λογία,16,lang|grc|-λογία
jina,1,Jinas
zoologist,3,zoologist
museum,6,museum
"broad,",1,"Broad,"
fallibil,10,"Fallibilism, fallibilism"
morality|mor,13,Morality|moral
hy,50,hy
falaci,1,falacies
hr,60,hr
ht,7,ht
hu,52,"Hu, HU, hu"
1.3.2,1,1.3.2
1.3.1,1,1.3.1
hi,589,"His, HIS, his, HI, Hi, hi"
whatsup,1,whatsup
hc,1,hc
gaia,44,Gaia
klice,1,KLICE
eat,153,"EATS, eating, EAT, eats, Eat, EATING, Eating, eat"
he,1350,"HES, hes, he, He"
itik,1,itiks
idioticli,1,IDIOTICLY
links==,20,"Links==, links=="
//www.intelligenceispower.com/,1,//www.intelligenceispower.com/
وأخلاقيات,1,وأخلاقيات
-i.e.,2,-i.e.
limit,85,"limitations, limited, limit, limits"
unreferencedsect,1,unreferencedsection
reciproc,10,"Reciprocity, reciprocity"
evalu,71,"evaluating, evaluate, evaluates, evaluation, evaluated"
universal,1,universale
euphem,41,euphemisms
corporation|page=18|isbn=,1,Corporation|page=18|isbn=
penni,1,pennis
//www.annalsofgeophysics.eu/index.php/annals/issue/view/482,1,//www.annalsofgeophysics.eu/index.php/annals/issue/view/482
diego,45,Diego
taoism,2,Taoism
"philosophy,",1,"philosophy,"
*lyon,1,*Lyon
barth,30,Barthes
philosophy=,1,philosophy=
rememb,14,"remembered, remember"
averro,1,Averroism
star,3,Star
يوافق,2,يوافق
stay,2,Stay
"upset,",1,"upset,"
empiric,2,"Empiricism, empiricism"
dewey,15,Dewey
appoint,3,appointed
indirectli,25,indirectly
//www.drsusanblock.com/ethicalhedonism.htm,1,//www.drsusanblock.com/ethicalhedonism.htm
philosophyy,1,philosophyy
portion,3,"portion, portions"
philosophy|,2,philosophy|
decemb,4,December
ditext,4,ditext
causistri,5,Causistry
"better,",1,"better,"
proteins.,3,proteins.
secondli,1,Secondly
protest,12,"Protestant, protests"
asian,3,"Asian, asian"
siðafrøði,2,Siðafrøði
chiroweb,1,chiroweb
whose,10,whose
==the,6,==The
وتكون,2,وتكون
buddi,3,buddys
philosophy|year=2005|last=ivanhoe|first=p.j.|last2=,2,philosophy|year=2005|last=Ivanhoe|first=P.J.|last2=
eori,1,eory
newal,66,Newall
downstream,3,downstream
voic,24,"voiced, Voice"
govern,74,"Government, government, governed, Governments"
health/lif,1,health/life
affect,88,"affected, affects, affecting, affect"
//www.getceusnow.com/portal/file/ethics.htm,1,//www.getceusnow.com/portal/file/ethics.htm
naturalist,178,"naturalistic, Naturalistic"
no.3,19,no.3
widow,1,widow
10c,1,10C
aggreg,9,aggregate
even,335,"even, Even"
citium|zeno,4,Citium|Zeno
neg,181,"negatively, negative, negativity, Negative"
asia,6,Asia
millenia,2,millenia
dr.,17,Dr.
new,208,"new, New"
net,3,net
ever,185,ever
''final,17,''Final
elimin,3,eliminating
abov,78,above
intrest,2,"intrests, intrest"
never,31,never
1135,1,1135
103,22,103
100,1,100
interpret,35,"interpretations, interpretation, interpreting, interpreted, interpret, Interpretive"
'non-realist,34,'non-realist
jame,77,James
omar,12,Omar
permit,5,"permitting, permitted"
20523,6,20523
//www.vatican.va/holy_father/john_paul_ii/encyclicals/documents/hf_jp-ii_enc_06081993_veritatis-splendor_en.html,8,//www.vatican.va/holy_father/john_paul_ii/encyclicals/documents/hf_jp-ii_enc_06081993_veritatis-splendor_en.html
spinoza,3,Spinoza
reagan,1,reagan
isbn-13=978-1402163937,6,ISBN-13=978-1402163937
"war,",1,"war,"
cz/bracelet/bracelet-cushion-tiffany-toggl,1,cz/bracelet/bracelet-cushion-tiffany-toggle
moral,3476,"morally, morals, Morals, MORALS, moral, Morale, moralism, Moral, Morales, MORAL, Morality, morality"
thehappi,1,theHappiness
mill|publisher=,1,Mill|publisher=
bstone22,1,Bstone22
abstract_id=984601,1,abstract_id=984601
zh-min-nan,35,zh-min-nan
deviat,15,deviate
call,380,"call, calls, called, calling"
calm,1,Calm
recommend,54,recommending
"right,",1,"right,"
type,156,"types, type, Types"
tell,118,"telling, TELL, Telling, Tell, tell"
gtyh,1,gtyh
schroeder,10,Schroeder
''desir,7,''Desiring
dogma,1,dogma
biatch,1,biatch
biotic,3,biotic
türkçe,1,Türkçe
aristotl,274,Aristotle
akin,32,akin
root,30,"rooted, root, roots"
defer,6,deferred
climat,1,climate
give,39,"giving, give"
wikipedia®,1,Wikipedia®
assent,5,assent
fightinjg,1,fightinjg
name=lafollette2000,7,name=Lafollette2000
quot,16,"quote, Quote"
autonomi,61,"autonomy, Autonomy"
confin,1,confined
armé,2,Armée
answer,56,"answer, answers"
cogn/,1,cogn/
negoti,17,negotiations
updat,46,"updates, Updating, Updates"
