,added,deleted,added - deleted,abs(added - deleted)
恋している,12.0,12.0,0.0,0.0
恋する,12.0,12.0,0.0,0.0
愛している,12.0,12.0,0.0,0.0
親の愛,12.0,12.0,0.0,0.0
（愛）and,12.0,12.0,0.0,0.0
''observantia,11.0,11.0,0.0,0.0
//books.google.es/book,11.0,11.0,0.0,0.0
//www.humanthermodynamics.com/rp5-love-chemical-reaction.html,11.0,11.0,0.0,0.0
//www.lulu.com/content/1026825,11.0,11.0,0.0,0.0
//www.lulu.com/content/1165688,11.0,11.0,0.0,0.0
1px,11.0,11.0,0.0,0.0
2009,11.0,11.0,0.0,0.0
3021,11.0,11.0,0.0,0.0
63888,11.0,11.0,0.0,0.0
978-1-4303-1049-5,11.0,11.0,0.0,0.0
978-1-4303-2840-7,11.0,11.0,0.0,0.0
abbi,11.0,11.0,0.0,0.0
affection/famili,11.0,11.0,0.0,0.0
ana,11.0,11.0,0.0,0.0
beareth,11.0,11.0,0.0,0.0
black,11.0,11.0,0.0,0.0
block,11.0,11.0,0.0,0.0
chemistry|chem,11.0,11.0,0.0,0.0
chri,11.0,11.0,0.0,0.0
clitor,11.0,11.0,0.0,0.0
cupboard,11.0,11.0,0.0,0.0
denial,11.0,11.0,0.0,0.0
dialect,11.0,11.0,0.0,0.0
digniti,11.0,11.0,0.0,0.0
elect,11.0,11.0,0.0,0.0
emili,11.0,11.0,0.0,0.0
en,11.0,11.0,0.0,0.0
essentu,11.0,11.0,0.0,0.0
evid,11.0,11.0,0.0,0.0
futher,11.0,11.0,0.0,0.0
félix,11.0,11.0,0.0,0.0
goeth,11.0,11.0,0.0,0.0
gratifi,11.0,11.0,0.0,0.0
happier,11.0,11.0,0.0,0.0
hc-cover-vi-3-inch.jpg|150px|thumb|right|front,11.0,11.0,0.0,0.0
indo-iranian,11.0,11.0,0.0,0.0
johann,11.0,11.0,0.0,0.0
lv,11.0,11.0,0.0,0.0
mahal,11.0,11.0,0.0,0.0
march,11.0,11.0,0.0,0.0
myth,11.0,11.0,0.0,0.0
papal,11.0,11.0,0.0,0.0
polymath,11.0,11.0,0.0,0.0
printsec=frontcov,11.0,11.0,0.0,0.0
proport,11.0,11.0,0.0,0.0
que,11.0,11.0,0.0,0.0
reactiv,11.0,11.0,0.0,0.0
rememb,11.0,11.0,0.0,0.0
sacr,11.0,11.0,0.0,0.0
screw,11.0,11.0,0.0,0.0
shit,11.0,11.0,0.0,0.0
sigh,11.0,11.0,0.0,0.0
somehow,11.0,11.0,0.0,0.0
two-volum,11.0,11.0,0.0,0.0
types:,11.0,11.0,0.0,0.0
unif,11.0,11.0,0.0,0.0
von,11.0,11.0,0.0,0.0
wizard,11.0,11.0,0.0,0.0
woohoo5241,11.0,11.0,0.0,0.0
woohoo5241:,11.0,11.0,0.0,0.0
$,10.0,10.0,0.0,0.0
''american,10.0,10.0,0.0,0.0
''amār,10.0,10.0,0.0,0.0
====eros====,10.0,10.0,0.0,0.0
====philia====,10.0,10.0,0.0,0.0
====storge====,10.0,10.0,0.0,0.0
==other,10.0,10.0,0.0,0.0
aaaaaa,10.0,10.0,0.0,0.0
absolutist,10.0,10.0,0.0,0.0
aim,10.0,10.0,0.0,0.0
br/,10.0,10.0,0.0,0.0
cad=0,10.0,10.0,0.0,0.0
cant,10.0,10.0,0.0,0.0
contract,10.0,10.0,0.0,0.0
dan,10.0,10.0,0.0,0.0
danni,10.0,10.0,0.0,0.0
doesn’t,10.0,10.0,0.0,0.0
doth,10.0,10.0,0.0,0.0
doubter,10.0,10.0,0.0,0.0
dѳ,10.0,10.0,0.0,0.0
ego,10.0,10.0,0.0,0.0
emoto,10.0,10.0,0.0,0.0
endors,10.0,10.0,0.0,0.0
endureth,10.0,10.0,0.0,0.0
envieth,10.0,10.0,0.0,0.0
forward,10.0,10.0,0.0,0.0
galaxi,10.0,10.0,0.0,0.0
ger,10.0,10.0,0.0,0.0
hopeth,10.0,10.0,0.0,0.0
ineff,10.0,10.0,0.0,0.0
insist,10.0,10.0,0.0,0.0
kang,10.0,10.0,0.0,0.0
lang,10.0,10.0,0.0,0.0
mai,10.0,10.0,0.0,0.0
masaru,10.0,10.0,0.0,0.0
meet,10.0,10.0,0.0,0.0
natali,10.0,10.0,0.0,0.0
necessarili,10.0,10.0,0.0,0.0
night,10.0,10.0,0.0,0.0
nina,10.0,10.0,0.0,0.0
non,10.0,10.0,0.0,0.0
ralston,10.0,10.0,0.0,0.0
reli,10.0,10.0,0.0,0.0
reproduct,10.0,10.0,0.0,0.0
saul,10.0,10.0,0.0,0.0
seeketh,10.0,10.0,0.0,0.0
shalt,10.0,10.0,0.0,0.0
sit,10.0,10.0,0.0,0.0
solid,10.0,10.0,0.0,0.0
source=gbs_ge_summary_r,10.0,10.0,0.0,0.0
stephen,10.0,10.0,0.0,0.0
subordin,10.0,10.0,0.0,0.0
suffereth,10.0,10.0,0.0,0.0
thinketh,10.0,10.0,0.0,0.0
tнe,10.0,10.0,0.0,0.0
unreciproc,10.0,10.0,0.0,0.0
unseemli,10.0,10.0,0.0,0.0
vagina,10.0,10.0,0.0,0.0
vaunteth,10.0,10.0,0.0,0.0
viewpoints==,10.0,10.0,0.0,0.0
vote,10.0,10.0,0.0,0.0
yea,10.0,10.0,0.0,0.0
yhoissa,10.0,10.0,0.0,0.0
|attach,10.0,10.0,0.0,0.0
|romant,10.0,10.0,0.0,0.0
πow,10.0,10.0,0.0,0.0
ωσ,10.0,10.0,0.0,0.0
♯,10.0,10.0,0.0,0.0
''cari,9.0,9.0,0.0,0.0
've,9.0,9.0,0.0,0.0
12th,9.0,9.0,0.0,0.0
2985,9.0,9.0,0.0,0.0
===post-class,9.0,9.0,0.0,0.0
ailment,9.0,9.0,0.0,0.0
ambros,9.0,9.0,0.0,0.0
artifici,9.0,9.0,0.0,0.0
barbar,9.0,9.0,0.0,0.0
behind,9.0,9.0,0.0,0.0
bestsel,9.0,9.0,0.0,0.0
bierc,9.0,9.0,0.0,0.0
blake,9.0,9.0,0.0,0.0
chosen,9.0,9.0,0.0,0.0
constel,9.0,9.0,0.0,0.0
contention.”,9.0,9.0,0.0,0.0
curabl,9.0,9.0,0.0,0.0
"death,",9.0,9.0,0.0,0.0
doesnt,9.0,9.0,0.0,0.0
dream,9.0,9.0,0.0,0.0
eachoth,9.0,9.0,0.0,0.0
eden,9.0,9.0,0.0,0.0
eg,9.0,9.0,0.0,0.0
encapsul,9.0,9.0,0.0,0.0
enhanc,9.0,9.0,0.0,0.0
europe===,9.0,9.0,0.0,0.0
european,9.0,9.0,0.0,0.0
fatal,9.0,9.0,0.0,0.0
"fire,",9.0,9.0,0.0,0.0
hatr,9.0,9.0,0.0,0.0
head,9.0,9.0,0.0,0.0
hit,9.0,9.0,0.0,0.0
ik,9.0,9.0,0.0,0.0
imagin,9.0,9.0,0.0,0.0
immort,9.0,9.0,0.0,0.0
incur,9.0,9.0,0.0,0.0
indebted,9.0,9.0,0.0,0.0
jason,9.0,9.0,0.0,0.0
jou,9.0,9.0,0.0,0.0
lie,9.0,9.0,0.0,0.0
light,9.0,9.0,0.0,0.0
m,9.0,9.0,0.0,0.0
met,9.0,9.0,0.0,0.0
mr,9.0,9.0,0.0,0.0
next,9.0,9.0,0.0,0.0
nonsexu,9.0,9.0,0.0,0.0
note|dictionari,9.0,9.0,0.0,0.0
note|love-pol,9.0,9.0,0.0,0.0
nourish,9.0,9.0,0.0,0.0
oh,9.0,9.0,0.0,0.0
onlin,9.0,9.0,0.0,0.0
open,9.0,9.0,0.0,0.0
otach,9.0,9.0,0.0,0.0
pa,9.0,9.0,0.0,0.0
past,9.0,9.0,0.0,0.0
physician,9.0,9.0,0.0,0.0
preserv,9.0,9.0,0.0,0.0
product,9.0,9.0,0.0,0.0
profession,9.0,9.0,0.0,0.0
professor,9.0,9.0,0.0,0.0
prostat,9.0,9.0,0.0,0.0
rak,9.0,9.0,0.0,0.0
ravag,9.0,9.0,0.0,0.0
ref|tennov,9.0,9.0,0.0,0.0
ro,9.0,9.0,0.0,0.0
sam,9.0,9.0,0.0,0.0
sarang,9.0,9.0,0.0,0.0
scatter,9.0,9.0,0.0,0.0
sea,9.0,9.0,0.0,0.0
semi-tru,9.0,9.0,0.0,0.0
sexologist,9.0,9.0,0.0,0.0
sombart,9.0,9.0,0.0,0.0
sprotect,9.0,9.0,0.0,0.0
statement,9.0,9.0,0.0,0.0
styliz,9.0,9.0,0.0,0.0
su,9.0,9.0,0.0,0.0
sympatheth,9.0,9.0,0.0,0.0
t,9.0,9.0,0.0,0.0
told,9.0,9.0,0.0,0.0
tom,9.0,9.0,0.0,0.0
touch,9.0,9.0,0.0,0.0
valid,9.0,9.0,0.0,0.0
wont,9.0,9.0,0.0,0.0
yu,9.0,9.0,0.0,0.0
“the,9.0,9.0,0.0,0.0
''agápē,8.0,8.0,0.0,0.0
''philía,8.0,8.0,0.0,0.0
''érō,8.0,8.0,0.0,0.0
//www.abookoflove.com/romantic_games.htm,8.0,8.0,0.0,0.0
06:04,8.0,8.0,0.0,0.0
1884,8.0,8.0,0.0,0.0
20320,8.0,8.0,0.0,0.0
25105,8.0,8.0,0.0,0.0
263,8.0,8.0,0.0,0.0
2965,8.0,8.0,0.0,0.0
===formula,8.0,8.0,0.0,0.0
==dear,8.0,8.0,0.0,0.0
abid,8.0,8.0,0.0,0.0
ahbez,8.0,8.0,0.0,0.0
aku,8.0,8.0,0.0,0.0
ang,8.0,8.0,0.0,0.0
as,8.0,8.0,0.0,0.0
avoid,8.0,8.0,0.0,0.0
awar,8.0,8.0,0.0,0.0
az,8.0,8.0,0.0,0.0
bear,8.0,8.0,0.0,0.0
bo,8.0,8.0,0.0,0.0
buddha,8.0,8.0,0.0,0.0
card,8.0,8.0,0.0,0.0
cheat,8.0,8.0,0.0,0.0
cherish,8.0,8.0,0.0,0.0
child-to-par,8.0,8.0,0.0,0.0
childish,8.0,8.0,0.0,0.0
choke,8.0,8.0,0.0,0.0
clean-up,8.0,8.0,0.0,0.0
clinic,8.0,8.0,0.0,0.0
confront,8.0,8.0,0.0,0.0
cool,8.0,8.0,0.0,0.0
crew,8.0,8.0,0.0,0.0
cutesi,8.0,8.0,0.0,0.0
cv,8.0,8.0,0.0,0.0
destruct,8.0,8.0,0.0,0.0
discreet,8.0,8.0,0.0,0.0
dragost,8.0,8.0,0.0,0.0
dylan,8.0,8.0,0.0,0.0
elli,8.0,8.0,0.0,0.0
est|god,8.0,8.0,0.0,0.0
extent,8.0,8.0,0.0,0.0
fast,8.0,8.0,0.0,0.0
fume,8.0,8.0,0.0,0.0
fusion,8.0,8.0,0.0,0.0
gall,8.0,8.0,0.0,0.0
grammat,8.0,8.0,0.0,0.0
hafez,8.0,8.0,0.0,0.0
havelock,8.0,8.0,0.0,0.0
havent,8.0,8.0,0.0,0.0
honor,8.0,8.0,0.0,0.0
humanist,8.0,8.0,0.0,0.0
ikaw,8.0,8.0,0.0,0.0
ip,8.0,8.0,0.0,0.0
jordan,8.0,8.0,0.0,0.0
judg,8.0,8.0,0.0,0.0
karta,8.0,8.0,0.0,0.0
kevin,8.0,8.0,0.0,0.0
loving”,8.0,8.0,0.0,0.0
lunchbox010189,8.0,8.0,0.0,0.0
luv,8.0,8.0,0.0,0.0
mathemat,8.0,8.0,0.0,0.0
matt,8.0,8.0,0.0,0.0
minu,8.0,8.0,0.0,0.0
models==,8.0,8.0,0.0,0.0
modern-day,8.0,8.0,0.0,0.0
mountain,8.0,8.0,0.0,0.0
myspac,8.0,8.0,0.0,0.0
nah,8.0,8.0,0.0,0.0
nanun,8.0,8.0,0.0,0.0
navig,8.0,8.0,0.0,0.0
normal,8.0,8.0,0.0,0.0
nuclear,8.0,8.0,0.0,0.0
ohev,8.0,8.0,0.0,0.0
oz,8.0,8.0,0.0,0.0
paint,8.0,8.0,0.0,0.0
perseveres.lov,8.0,8.0,0.0,0.0
phototrop,8.0,8.0,0.0,0.0
pioneer,8.0,8.0,0.0,0.0
program,8.0,8.0,0.0,0.0
proper,8.0,8.0,0.0,0.0
purg,8.0,8.0,0.0,0.0
quiero,8.0,8.0,0.0,0.0
ran,8.0,8.0,0.0,0.0
rape,8.0,8.0,0.0,0.0
rayleigh,8.0,8.0,0.0,0.0
risk,8.0,8.0,0.0,0.0
sad,8.0,8.0,0.0,0.0
sc,8.0,8.0,0.0,0.0
si,8.0,8.0,0.0,0.0
site,8.0,8.0,0.0,0.0
smoke,8.0,8.0,0.0,0.0
soon,8.0,8.0,0.0,0.0
sparkl,8.0,8.0,0.0,0.0
standard,8.0,8.0,0.0,0.0
stuff,8.0,8.0,0.0,0.0
sun,8.0,8.0,0.0,0.0
takeo|takeo,8.0,8.0,0.0,0.0
tha,8.0,8.0,0.0,0.0
thyself,8.0,8.0,0.0,0.0
un-defin,8.0,8.0,0.0,0.0
upset..,8.0,8.0,0.0,0.0
vex,8.0,8.0,0.0,0.0
wikipedia==,8.0,8.0,0.0,0.0
you.,8.0,8.0,0.0,0.0
|isbn=0-691-02010-8,8.0,8.0,0.0,0.0
ást,8.0,8.0,0.0,0.0
юрату,8.0,8.0,0.0,0.0
•,8.0,8.0,0.0,0.0
''concern,7.0,7.0,0.0,0.0
''ddc,7.0,7.0,0.0,0.0
''“i,7.0,7.0,0.0,0.0
'd,7.0,7.0,0.0,0.0
*http,7.0,7.0,0.0,0.0
//farsideofcomplexity.blogspot.com/2006/05/love-defined.html,7.0,7.0,0.0,0.0
//www.lovestuff.net,7.0,7.0,0.0,0.0
/math,7.0,7.0,0.0,0.0
0060958286,7.0,7.0,0.0,0.0
1033,7.0,7.0,0.0,0.0
1072,7.0,7.0,0.0,0.0
1091,7.0,7.0,0.0,0.0
13and,7.0,7.0,0.0,0.0
20,7.0,7.0,0.0,0.0
4love,7.0,7.0,0.0,0.0
5it,7.0,7.0,0.0,0.0
7it,7.0,7.0,0.0,0.0
===chines,7.0,7.0,0.0,0.0
===triangular,7.0,7.0,0.0,0.0
adoro,7.0,7.0,0.0,0.0
ajitp,7.0,7.0,0.0,0.0
alexandra,7.0,7.0,0.0,0.0
ali,7.0,7.0,0.0,0.0
aliv,7.0,7.0,0.0,0.0
ami,7.0,7.0,0.0,0.0
anata,7.0,7.0,0.0,0.0
andrea,7.0,7.0,0.0,0.0
anni,7.0,7.0,0.0,0.0
antheia,7.0,7.0,0.0,0.0
averi,7.0,7.0,0.0,0.0
babe,7.0,7.0,0.0,0.0
blood,7.0,7.0,0.0,0.0
bullshit,7.0,7.0,0.0,0.0
calcul,7.0,7.0,0.0,0.0
chadwick,7.0,7.0,0.0,0.0
chit,7.0,7.0,0.0,0.0
codi,7.0,7.0,0.0,0.0
cold,7.0,7.0,0.0,0.0
controversi,7.0,7.0,0.0,0.0
crazi,7.0,7.0,0.0,0.0
cultures===,7.0,7.0,0.0,0.0
dedic,7.0,7.0,0.0,0.0
dhaliw,7.0,7.0,0.0,0.0
dig,7.0,7.0,0.0,0.0
elsker,7.0,7.0,0.0,0.0
em,7.0,7.0,0.0,0.0
embarras,7.0,7.0,0.0,0.0
eu,7.0,7.0,0.0,0.0
framework,7.0,7.0,0.0,0.0
garden,7.0,7.0,0.0,0.0
genet,7.0,7.0,0.0,0.0
gon,7.0,7.0,0.0,0.0
h,7.0,7.0,0.0,0.0
highest,7.0,7.0,0.0,0.0
hitchhik,7.0,7.0,0.0,0.0
imperfect,7.0,7.0,0.0,0.0
intercours,7.0,7.0,0.0,0.0
joo,7.0,7.0,0.0,0.0
ka,7.0,7.0,0.0,0.0
kaama,7.0,7.0,0.0,0.0
kati,7.0,7.0,0.0,0.0
khun,7.0,7.0,0.0,0.0
kim,7.0,7.0,0.0,0.0
mabel,7.0,7.0,0.0,0.0
math,7.0,7.0,0.0,0.0
mayb,7.0,7.0,0.0,0.0
md,7.0,7.0,0.0,0.0
meant,7.0,7.0,0.0,0.0
measur,7.0,7.0,0.0,0.0
medicin,7.0,7.0,0.0,0.0
mom,7.0,7.0,0.0,0.0
nat,7.0,7.0,0.0,0.0
neccessarili,7.0,7.0,0.0,0.0
nothing|much,7.0,7.0,0.0,0.0
ohevet,7.0,7.0,0.0,0.0
olivia,7.0,7.0,0.0,0.0
padamu,7.0,7.0,0.0,0.0
perpetu,7.0,7.0,0.0,0.0
pie,7.0,7.0,0.0,0.0
prophesi,7.0,7.0,0.0,0.0
refractori,7.0,7.0,0.0,0.0
regi,7.0,7.0,0.0,0.0
rob,7.0,7.0,0.0,0.0
sean,7.0,7.0,0.0,0.0
sensat,7.0,7.0,0.0,0.0
sexi,7.0,7.0,0.0,0.0
smile,7.0,7.0,0.0,0.0
soulsong,7.0,7.0,0.0,0.0
stick,7.0,7.0,0.0,0.0
t'aim,7.0,7.0,0.0,0.0
teen,7.0,7.0,0.0,0.0
test,7.0,7.0,0.0,0.0
tum,7.0,7.0,0.0,0.0
turn,7.0,7.0,0.0,0.0
user,7.0,7.0,0.0,0.0
vagu,7.0,7.0,0.0,0.0
valentin,7.0,7.0,0.0,0.0
websit,7.0,7.0,0.0,0.0
|isbn=0-140-44918-3,7.0,7.0,0.0,0.0
|mania,7.0,7.0,0.0,0.0
“,7.0,7.0,0.0,0.0
''delectār,6.0,6.0,0.0,0.0
''philo,6.0,6.0,0.0,0.0
000000,6.0,6.0,0.0,0.0
082862864,6.0,6.0,0.0,0.0
10but,6.0,6.0,0.0,0.0
11when,6.0,6.0,0.0,0.0
12now,6.0,6.0,0.0,0.0
1973,6.0,6.0,0.0,0.0
6love,6.0,6.0,0.0,0.0
8love,6.0,6.0,0.0,0.0
9for,6.0,6.0,0.0,0.0
agam,6.0,6.0,0.0,0.0
allison,6.0,6.0,0.0,0.0
allway,6.0,6.0,0.0,0.0
anal,6.0,6.0,0.0,0.0
anh,6.0,6.0,0.0,0.0
anytim,6.0,6.0,0.0,0.0
armbrust,6.0,6.0,0.0,0.0
ascend,6.0,6.0,0.0,0.0
atal,6.0,6.0,0.0,0.0
aton,6.0,6.0,0.0,0.0
awesom,6.0,6.0,0.0,0.0
bed,6.0,6.0,0.0,0.0
bia,6.0,6.0,0.0,0.0
bipolar,6.0,6.0,0.0,0.0
brought,6.0,6.0,0.0,0.0
bryce,6.0,6.0,0.0,0.0
clang,6.0,6.0,0.0,0.0
combust,6.0,6.0,0.0,0.0
contrera,6.0,6.0,0.0,0.0
cultiv,6.0,6.0,0.0,0.0
cymbal,6.0,6.0,0.0,0.0
damn,6.0,6.0,0.0,0.0
dead,6.0,6.0,0.0,0.0
defenc,6.0,6.0,0.0,0.0
depress,6.0,6.0,0.0,0.0
destroy,6.0,6.0,0.0,0.0
didnt,6.0,6.0,0.0,0.0
disambigu,6.0,6.0,0.0,0.0
dnjhguofdhjioug,6.0,6.0,0.0,0.0
du,6.0,6.0,0.0,0.0
dwell,6.0,6.0,0.0,0.0
dy,6.0,6.0,0.0,0.0
edzrin,6.0,6.0,0.0,0.0
ei=xivct8htdebn0qxykoxldq,6.0,6.0,0.0,0.0
erect,6.0,6.0,0.0,0.0
everlast,6.0,6.0,0.0,0.0
excus,6.0,6.0,0.0,0.0
explos,6.0,6.0,0.0,0.0
factor|ngf,6.0,6.0,0.0,0.0
fact|date=april,6.0,6.0,0.0,0.0
fake,6.0,6.0,0.0,0.0
fantasm,6.0,6.0,0.0,0.0
fathom,6.0,6.0,0.0,0.0
fdkfjmfufdni9dfjkl,6.0,6.0,0.0,0.0
figmh5hj5f4122315641,6.0,6.0,0.0,0.0
flgglkfgol,6.0,6.0,0.0,0.0
freud,6.0,6.0,0.0,0.0
gikfkjikmkl,6.0,6.0,0.0,0.0
gland,6.0,6.0,0.0,0.0
goe,6.0,6.0,0.0,0.0
gong,6.0,6.0,0.0,0.0
hae,6.0,6.0,0.0,0.0
he/sh,6.0,6.0,0.0,0.0
higugma,6.0,6.0,0.0,0.0
him/her,6.0,6.0,0.0,0.0
hjfhjkhfhustent,6.0,6.0,0.0,0.0
hjhfdji,6.0,6.0,0.0,0.0
house|year=1979|id=isbn,6.0,6.0,0.0,0.0
idfhjhszd,6.0,6.0,0.0,0.0
iii,6.0,6.0,0.0,0.0
instanc,6.0,6.0,0.0,0.0
integr,6.0,6.0,0.0,0.0
jae,6.0,6.0,0.0,0.0
jag,6.0,6.0,0.0,0.0
jduoazsthjhuglj,6.0,6.0,0.0,0.0
jeg,6.0,6.0,0.0,0.0
jessi,6.0,6.0,0.0,0.0
jfg,6.0,6.0,0.0,0.0
joe,6.0,6.0,0.0,0.0
jogmpfgkfkbolfm,6.0,6.0,0.0,0.0
john|john,6.0,6.0,0.0,0.0
jonathan,6.0,6.0,0.0,0.0
jpg,6.0,6.0,0.0,0.0
jvc,6.0,6.0,0.0,0.0
karma,6.0,6.0,0.0,0.0
kayla,6.0,6.0,0.0,0.0
kjopgfm,6.0,6.0,0.0,0.0
kjærleik,6.0,6.0,0.0,0.0
knoe,6.0,6.0,0.0,0.0
knoweth,6.0,6.0,0.0,0.0
ldghkomjkgkifgl,6.0,6.0,0.0,0.0
lizzi,6.0,6.0,0.0,0.0
ljubim,6.0,6.0,0.0,0.0
lnk,6.0,6.0,0.0,0.0
lorna,6.0,6.0,0.0,0.0
lovemap,6.0,6.0,0.0,0.0
loveth,6.0,6.0,0.0,0.0
lubhyati,6.0,6.0,0.0,0.0
luvz,6.0,6.0,0.0,0.0
master,6.0,6.0,0.0,0.0
match,6.0,6.0,0.0,0.0
mel,6.0,6.0,0.0,0.0
metta|maitrī,6.0,6.0,0.0,0.0
mist,6.0,6.0,0.0,0.0
mistaken,6.0,6.0,0.0,0.0
ml,6.0,6.0,0.0,0.0
mīlestība,6.0,6.0,0.0,0.0
nate,6.0,6.0,0.0,0.0
near,6.0,6.0,0.0,0.0
ng,6.0,6.0,0.0,0.0
ngofngohkj,6.0,6.0,0.0,0.0
nguyen,6.0,6.0,0.0,0.0
nn,6.0,6.0,0.0,0.0
nonexisist,6.0,6.0,0.0,0.0
note|ackerman,6.0,6.0,0.0,0.0
note|tennov,6.0,6.0,0.0,0.0
nutrient,6.0,6.0,0.0,0.0
ofdpi,6.0,6.0,0.0,0.0
ojk,6.0,6.0,0.0,0.0
olja,6.0,6.0,0.0,0.0
ort,6.0,6.0,0.0,0.0
pessia,6.0,6.0,0.0,0.0
phycholog,6.0,6.0,0.0,0.0
privat,6.0,6.0,0.0,0.0
proclaim,6.0,6.0,0.0,0.0
proven,6.0,6.0,0.0,0.0
reawaken,6.0,6.0,0.0,0.0
recognit,6.0,6.0,0.0,0.0
resound,6.0,6.0,0.0,0.0
sa,6.0,6.0,0.0,0.0
scarborough,6.0,6.0,0.0,0.0
shjhjjofhutjkhufdjk,6.0,6.0,0.0,0.0
simliar,6.0,6.0,0.0,0.0
simon,6.0,6.0,0.0,0.0
slavko,6.0,6.0,0.0,0.0
smith,6.0,6.0,0.0,0.0
soto,6.0,6.0,0.0,0.0
spend,6.0,6.0,0.0,0.0
stalk,6.0,6.0,0.0,0.0
step,6.0,6.0,0.0,0.0
stuip,6.0,6.0,0.0,0.0
stunt,6.0,6.0,0.0,0.0
swansheart.jpg|thumb|right|200px,6.0,6.0,0.0,0.0
tal,6.0,6.0,0.0,0.0
tenderli,6.0,6.0,0.0,0.0
thai,6.0,6.0,0.0,0.0
tujiujkfhfjrhjfyf8ighnixc,6.0,6.0,0.0,0.0
ubiquit,6.0,6.0,0.0,0.0
ufd,6.0,6.0,0.0,0.0
ufjthuo,6.0,6.0,0.0,0.0
un,6.0,6.0,0.0,0.0
unless,6.0,6.0,0.0,0.0
user:129.24.51.153|129.24.51.153,6.0,6.0,0.0,0.0
van,6.0,6.0,0.0,0.0
victoria,6.0,6.0,0.0,0.0
vital,6.0,6.0,0.0,0.0
volim,6.0,6.0,0.0,0.0
webster,6.0,6.0,0.0,0.0
werner,6.0,6.0,0.0,0.0
wo,6.0,6.0,0.0,0.0
write,6.0,6.0,0.0,0.0
ye,6.0,6.0,0.0,0.0
yo,6.0,6.0,0.0,0.0
|title=lov,6.0,6.0,0.0,0.0
സ്നേഹം,6.0,6.0,0.0,0.0
ፍቅር,6.0,6.0,0.0,0.0
''journal,5.0,5.0,0.0,0.0
*leubh-,5.0,5.0,0.0,0.0
*lubo,5.0,5.0,0.0,0.0
",16",5.0,5.0,0.0,0.0
.i,5.0,5.0,0.0,0.0
//flatrock.org.nz/topics/relationships/from_love_and_limerence.htm,5.0,5.0,0.0,0.0
//hungryhungryhypocrites.com,5.0,5.0,0.0,0.0
//www.in-mind.org/issue-6/the-anatomy-of-love.html,5.0,5.0,0.0,0.0
//www.merriam-webster.com/dictionary/lov,5.0,5.0,0.0,0.0
//www.religiousbook.net/books/online_books/ec/ecology_9.html,5.0,5.0,0.0,0.0
/a,5.0,5.0,0.0,0.0
/nowiki,5.0,5.0,0.0,0.0
06:02,5.0,5.0,0.0,0.0
06:06,5.0,5.0,0.0,0.0
100,5.0,5.0,0.0,0.0
18:07,5.0,5.0,0.0,0.0
1966,5.0,5.0,0.0,0.0
1972,5.0,5.0,0.0,0.0
1980,5.0,5.0,0.0,0.0
1985,5.0,5.0,0.0,0.0
1if,5.0,5.0,0.0,0.0
2if,5.0,5.0,0.0,0.0
322,5.0,5.0,0.0,0.0
33333333,5.0,5.0,0.0,0.0
347,5.0,5.0,0.0,0.0
360mkliorekl894rjkleifmkfikdirjiogksduoth,5.0,5.0,0.0,0.0
3if,5.0,5.0,0.0,0.0
3px,5.0,5.0,0.0,0.0
4:7–8,5.0,5.0,0.0,0.0
8.8.03,5.0,5.0,0.0,0.0
9,5.0,5.0,0.0,0.0
====phileo====,5.0,5.0,0.0,0.0
===comparison,5.0,5.0,0.0,0.0
===indonesian===,5.0,5.0,0.0,0.0
\,5.0,5.0,0.0,0.0
adrian,5.0,5.0,0.0,0.0
ageless,5.0,5.0,0.0,0.0
akil,5.0,5.0,0.0,0.0
alana,5.0,5.0,0.0,0.0
amer,5.0,5.0,0.0,0.0
analysi,5.0,5.0,0.0,0.0
anemia,5.0,5.0,0.0,0.0
anti,5.0,5.0,0.0,0.0
anu,5.0,5.0,0.0,0.0
approv,5.0,5.0,0.0,0.0
ball,5.0,5.0,0.0,0.0
beat,5.0,5.0,0.0,0.0
begotten,5.0,5.0,0.0,0.0
belong,5.0,5.0,0.0,0.0
besid,5.0,5.0,0.0,0.0
bibi,5.0,5.0,0.0,0.0
bighead,5.0,5.0,0.0,0.0
biomed,5.0,5.0,0.0,0.0
book|author=tennov,5.0,5.0,0.0,0.0
bubu,5.0,5.0,0.0,0.0
butt,5.0,5.0,0.0,0.0
c.1225,5.0,5.0,0.0,0.0
c.f,5.0,5.0,0.0,0.0
car,5.0,5.0,0.0,0.0
chenna,5.0,5.0,0.0,0.0
christoph,5.0,5.0,0.0,0.0
climax,5.0,5.0,0.0,0.0
collabor,5.0,5.0,0.0,0.0
"contexts,",5.0,5.0,0.0,0.0
cooper,5.0,5.0,0.0,0.0
cough,5.0,5.0,0.0,0.0
craig,5.0,5.0,0.0,0.0
deg,5.0,5.0,0.0,0.0
dei,5.0,5.0,0.0,0.0
denatur,5.0,5.0,0.0,0.0
descend,5.0,5.0,0.0,0.0
dickseeromeoandjuliet.jpg|thumb|archetyp,5.0,5.0,0.0,0.0
diggi,5.0,5.0,0.0,0.0
din,5.0,5.0,0.0,0.0
don’t,5.0,5.0,0.0,0.0
dustin,5.0,5.0,0.0,0.0
easi,5.0,5.0,0.0,0.0
edipo,5.0,5.0,0.0,0.0
elsewher,5.0,5.0,0.0,0.0
empathi,5.0,5.0,0.0,0.0
era,5.0,5.0,0.0,0.0
expand,5.0,5.0,0.0,0.0
faileth,5.0,5.0,0.0,0.0
feminist,5.0,5.0,0.0,0.0
figuereido,5.0,5.0,0.0,0.0
finger,5.0,5.0,0.0,0.0
