,count added,count deleted,added - deleted,abs(added - deleted)
l,6.0,6.0,0.0,0.0
la,6.0,6.0,0.0,0.0
languag,6.0,6.0,0.0,0.0
leav,6.0,6.0,0.0,0.0
local,6.0,6.0,0.0,0.0
lust,6.0,6.0,0.0,0.0
macaqu,6.0,6.0,0.0,0.0
matt,6.0,6.0,0.0,0.0
mergefrom|mor,6.0,6.0,0.0,0.0
miller|first,6.0,6.0,0.0,0.0
natekar,6.0,6.0,0.0,0.0
outgrowth,6.0,6.0,0.0,0.0
peac,6.0,6.0,0.0,0.0
perceiv,6.0,6.0,0.0,0.0
pleasur,6.0,6.0,0.0,0.0
politician,6.0,6.0,0.0,0.0
predat,6.0,6.0,0.0,0.0
proof,6.0,6.0,0.0,0.0
property.,6.0,6.0,0.0,0.0
propon,6.0,6.0,0.0,0.0
proprieti,6.0,6.0,0.0,0.0
pull,6.0,6.0,0.0,0.0
quarrel,6.0,6.0,0.0,0.0
quarter,6.0,6.0,0.0,0.0
readi,6.0,6.0,0.0,0.0
reconcil,6.0,6.0,0.0,0.0
reconstruct,6.0,6.0,0.0,0.0
rectitud,6.0,6.0,0.0,0.0
regular,6.0,6.0,0.0,0.0
rejected.,6.0,6.0,0.0,0.0
religion|secular,6.0,6.0,0.0,0.0
siðfræði,6.0,6.0,0.0,0.0
stabl,6.0,6.0,0.0,0.0
stay,6.0,6.0,0.0,0.0
steal,6.0,6.0,0.0,0.0
stoler|year,6.0,6.0,0.0,0.0
strictli,6.0,6.0,0.0,0.0
style,6.0,6.0,0.0,0.0
tattva,6.0,6.0,0.0,0.0
technolog,6.0,6.0,0.0,0.0
terrestri,6.0,6.0,0.0,0.0
tit-for-tat,6.0,6.0,0.0,0.0
toem,6.0,6.0,0.0,0.0
togeth,6.0,6.0,0.0,0.0
trigger,6.0,6.0,0.0,0.0
troup,6.0,6.0,0.0,0.0
trust,6.0,6.0,0.0,0.0
unjust,6.0,6.0,0.0,0.0
update|date=novemb,6.0,6.0,0.0,0.0
violenc,6.0,6.0,0.0,0.0
watch,6.0,6.0,0.0,0.0
أخلاق,6.0,6.0,0.0,0.0
$,5.0,5.0,0.0,0.0
''conscienc,5.0,5.0,0.0,0.0
'll,5.0,5.0,0.0,0.0
//enrichmentjournal.ag.org/201102/201102_108_slavery.htm.cfm,5.0,5.0,0.0,0.0
//www.cs.mcgill.ca/~akazna/kaznatcheev20100910.pdf,5.0,5.0,0.0,0.0
//www.sciencedaily.com/releases/2012/04/120430140035.htm,5.0,5.0,0.0,0.0
//www.worldtransformation.com/conscience/,5.0,5.0,0.0,0.0
/youtub,5.0,5.0,0.0,0.0
10.1016/j.neuroimage.2009.10.062,5.0,5.0,0.0,0.0
10.1073/pnas.0914826107,5.0,5.0,0.0,0.0
978-0-19-537662-3,5.0,5.0,0.0,0.0
9781741290073.,5.0,5.0,0.0,0.0
===mirror-neurons===,5.0,5.0,0.0,0.0
==anthropology==,5.0,5.0,0.0,0.0
==bibliography==,5.0,5.0,0.0,0.0
==evolution==,5.0,5.0,0.0,0.0
==footnotes==,5.0,5.0,0.0,0.0
==psychology==,5.0,5.0,0.0,0.0
adulthood,5.0,5.0,0.0,0.0
advertis,5.0,5.0,0.0,0.0
alon,5.0,5.0,0.0,0.0
anger,5.0,5.0,0.0,0.0
babi,5.0,5.0,0.0,0.0
band,5.0,5.0,0.0,0.0
bathroom,5.0,5.0,0.0,0.0
bee,5.0,5.0,0.0,0.0
behind,5.0,5.0,0.0,0.0
biology|altru,5.0,5.0,0.0,0.0
block,5.0,5.0,0.0,0.0
book|last=churchland|first=patricia,5.0,5.0,0.0,0.0
book|last=stace|first=walt,5.0,5.0,0.0,0.0
book|last=trompenaars|first=fons|authorlink=fon,5.0,5.0,0.0,0.0
br/,5.0,5.0,0.0,0.0
break,5.0,5.0,0.0,0.0
buddhist,5.0,5.0,0.0,0.0
cleaner,5.0,5.0,0.0,0.0
cruelti,5.0,5.0,0.0,0.0
disposit,5.0,5.0,0.0,0.0
distress,5.0,5.0,0.0,0.0
diver,5.0,5.0,0.0,0.0
doi:10.1007/s11211-007-0034-z,5.0,5.0,0.0,0.0
entertain,5.0,5.0,0.0,0.0
episod,5.0,5.0,0.0,0.0
event,5.0,5.0,0.0,0.0
exactli,5.0,5.0,0.0,0.0
example.jpg|caption1,5.0,5.0,0.0,0.0
example.jpg|caption2,5.0,5.0,0.0,0.0
exclus,5.0,5.0,0.0,0.0
exploit,5.0,5.0,0.0,0.0
extrem,5.0,5.0,0.0,0.0
falsiti,5.0,5.0,0.0,0.0
femal,5.0,5.0,0.0,0.0
fill,5.0,5.0,0.0,0.0
fish,5.0,5.0,0.0,0.0
focu,5.0,5.0,0.0,0.0
fulfil,5.0,5.0,0.0,0.0
good|right,5.0,5.0,0.0,0.0
guru|year=2003|publisher=capstone|location=oxford|isbn=1-84112-436-2|url=http,5.0,5.0,0.0,0.0
h,5.0,5.0,0.0,0.0
heart,5.0,5.0,0.0,0.0
here|immoralist|th,5.0,5.0,0.0,0.0
hinder,5.0,5.0,0.0,0.0
hodnôt,5.0,5.0,0.0,0.0
hypothesis,5.0,5.0,0.0,0.0
imposs,5.0,5.0,0.0,0.0
judgment.,5.0,5.0,0.0,0.0
justice/fair,5.0,5.0,0.0,0.0
liberti,5.0,5.0,0.0,0.0
like-mind,5.0,5.0,0.0,0.0
line,5.0,5.0,0.0,0.0
list,5.0,5.0,0.0,0.0
lol,5.0,5.0,0.0,0.0
maadili,5.0,5.0,0.0,0.0
mathemat,5.0,5.0,0.0,0.0
misanthropi,5.0,5.0,0.0,0.0
mom,5.0,5.0,0.0,0.0
moment,5.0,5.0,0.0,0.0
mood,5.0,5.0,0.0,0.0
morality|publisher=,5.0,5.0,0.0,0.0
morals|year=1937|publisher=th,5.0,5.0,0.0,0.0
n.j.|isbn=0-691-13703-x|url=http,5.0,5.0,0.0,0.0
na,5.0,5.0,0.0,0.0
neighbour,5.0,5.0,0.0,0.0
nest,5.0,5.0,0.0,0.0
neuron|mirror,5.0,5.0,0.0,0.0
nice,5.0,5.0,0.0,0.0
nietzsch,5.0,5.0,0.0,0.0
nobodi,5.0,5.0,0.0,0.0
non-believers.,5.0,5.0,0.0,0.0
nor,5.0,5.0,0.0,0.0
obviou,5.0,5.0,0.0,0.0
ostrac,5.0,5.0,0.0,0.0
pain,5.0,5.0,0.0,0.0
perfect,5.0,5.0,0.0,0.0
pet,5.0,5.0,0.0,0.0
piff,5.0,5.0,0.0,0.0
poop,5.0,5.0,0.0,0.0
pride,5.0,5.0,0.0,0.0
priorit,5.0,5.0,0.0,0.0
push,5.0,5.0,0.0,0.0
ratio,5.0,5.0,0.0,0.0
reflex|date=decemb,5.0,5.0,0.0,0.0
reflist|30em,5.0,5.0,0.0,0.0
remark,5.0,5.0,0.0,0.0
rememb,5.0,5.0,0.0,0.0
rest,5.0,5.0,0.0,0.0
sadism,5.0,5.0,0.0,0.0
sciences|year=1982|volume=5|pages=413–22,5.0,5.0,0.0,0.0
self-car,5.0,5.0,0.0,0.0
side,5.0,5.0,0.0,0.0
signific,5.0,5.0,0.0,0.0
simultan,5.0,5.0,0.0,0.0
sink,5.0,5.0,0.0,0.0
sleep,5.0,5.0,0.0,0.0
smith|authorlink=patricia,5.0,5.0,0.0,0.0
stace|title=th,5.0,5.0,0.0,0.0
stand,5.0,5.0,0.0,0.0
suppos,5.0,5.0,0.0,0.0
sw,5.0,5.0,0.0,0.0
súhrn,5.0,5.0,0.0,0.0
terence|authorlink=walt,5.0,5.0,0.0,0.0
thumb,5.0,5.0,0.0,0.0
trompenaars|title=did,5.0,5.0,0.0,0.0
unselfish,5.0,5.0,0.0,0.0
vagina,5.0,5.0,0.0,0.0
www.adherents.com|accessdate=,5.0,5.0,0.0,0.0
york|isbn=0-8446-2990-1|url=http,5.0,5.0,0.0,0.0
|reciproc,5.0,5.0,0.0,0.0
|title=bzdok,5.0,5.0,0.0,0.0
اخلاق,5.0,5.0,0.0,0.0
“morality”===,5.0,5.0,0.0,0.0
*the,4.0,4.0,0.0,0.0
*women,4.0,4.0,0.0,0.0
/sub,4.0,4.0,0.0,0.0
10.1111/j.1468-5906.2005.00289.x,4.0,4.0,0.0,0.0
10.1111/j.1468-5906.2005.00296.x,4.0,4.0,0.0,0.0
10.1111/j.1533-8525.2006.00042.x,4.0,4.0,0.0,0.0
10:16,4.0,4.0,0.0,0.0
10:27,4.0,4.0,0.0,0.0
15:11,4.0,4.0,0.0,0.0
1:18,4.0,4.0,0.0,0.0
1:24,4.0,4.0,0.0,0.0
1:4,4.0,4.0,0.0,0.0
2005–2006.,4.0,4.0,0.0,0.0
2:13,4.0,4.0,0.0,0.0
3:21,4.0,4.0,0.0,0.0
3|,4.0,4.0,0.0,0.0
4|,4.0,4.0,0.0,0.0
51:12,4.0,4.0,0.0,0.0
9:13,4.0,4.0,0.0,0.0
===brain,4.0,4.0,0.0,0.0
===mirror,4.0,4.0,0.0,0.0
==anthropolog,4.0,4.0,0.0,0.0
==societi,4.0,4.0,0.0,0.0
adam,4.0,4.0,0.0,0.0
additon,4.0,4.0,0.0,0.0
ancestr,4.0,4.0,0.0,0.0
apostl,4.0,4.0,0.0,0.0
areas===,4.0,4.0,0.0,0.0
arrog,4.0,4.0,0.0,0.0
bank,4.0,4.0,0.0,0.0
bat|vampir,4.0,4.0,0.0,0.0
be-x-old,4.0,4.0,0.0,0.0
behaviours.,4.0,4.0,0.0,0.0
below,4.0,4.0,0.0,0.0
border=,4.0,4.0,0.0,0.0
chaotic,4.0,4.0,0.0,0.0
citationneed,4.0,4.0,0.0,0.0
clean,4.0,4.0,0.0,0.0
conscience.,4.0,4.0,0.0,0.0
contempt,4.0,4.0,0.0,0.0
cool,4.0,4.0,0.0,0.0
cor,4.0,4.0,0.0,0.0
correctli,4.0,4.0,0.0,0.0
coven,4.0,4.0,0.0,0.0
culture’,4.0,4.0,0.0,0.0
day,4.0,4.0,0.0,0.0
"decisions,",4.0,4.0,0.0,0.0
dilemma|mor,4.0,4.0,0.0,0.0
diller,4.0,4.0,0.0,0.0
disagre,4.0,4.0,0.0,0.0
diseas,4.0,4.0,0.0,0.0
disson,4.0,4.0,0.0,0.0
drown,4.0,4.0,0.0,0.0
eaten,4.0,4.0,0.0,0.0
edward,4.0,4.0,0.0,0.0
elimin,4.0,4.0,0.0,0.0
encod,4.0,4.0,0.0,0.0
evangel,4.0,4.0,0.0,0.0
eventu,4.0,4.0,0.0,0.0
faith-bas,4.0,4.0,0.0,0.0
father,4.0,4.0,0.0,0.0
fault,4.0,4.0,0.0,0.0
faux-pa,4.0,4.0,0.0,0.0
feminist,4.0,4.0,0.0,0.0
fiqri,4.0,4.0,0.0,0.0
fitness.,4.0,4.0,0.0,0.0
flight,4.0,4.0,0.0,0.0
four,4.0,4.0,0.0,0.0
frequent,4.0,4.0,0.0,0.0
from|immorality|discuss=talk,4.0,4.0,0.0,0.0
gdp,4.0,4.0,0.0,0.0
greek,4.0,4.0,0.0,0.0
hazard,4.0,4.0,0.0,0.0
heb,4.0,4.0,0.0,0.0
hello,4.0,4.0,0.0,0.0
hey,4.0,4.0,0.0,0.0
holi,4.0,4.0,0.0,0.0
homosexu,4.0,4.0,0.0,0.0
humanity-th,4.0,4.0,0.0,0.0
ii,4.0,4.0,0.0,0.0
ineffici,4.0,4.0,0.0,0.0
inher,4.0,4.0,0.0,0.0
intric,4.0,4.0,0.0,0.0
is/should,4.0,4.0,0.0,0.0
isa,4.0,4.0,0.0,0.0
it’,4.0,4.0,0.0,0.0
jan/feb,4.0,4.0,0.0,0.0
jeremi,4.0,4.0,0.0,0.0
kili,4.0,4.0,0.0,0.0
kk,4.0,4.0,0.0,0.0
lest,4.0,4.0,0.0,0.0
lewi,4.0,4.0,0.0,0.0
lifeboat,4.0,4.0,0.0,0.0
link==,4.0,4.0,0.0,0.0
machin,4.0,4.0,0.0,0.0
"manner,",4.0,4.0,0.0,0.0
market,4.0,4.0,0.0,0.0
meaning,4.0,4.0,0.0,0.0
memori,4.0,4.0,0.0,0.0
merg,4.0,4.0,0.0,0.0
mergefrom|moral_cod,4.0,4.0,0.0,0.0
messag,4.0,4.0,0.0,0.0
monkey,4.0,4.0,0.0,0.0
month,4.0,4.0,0.0,0.0
moral.,4.0,4.0,0.0,0.0
narrow,4.0,4.0,0.0,0.0
needed|date=decemb,4.0,4.0,0.0,0.0
needed|date=may,4.0,4.0,0.0,0.0
neurons===,4.0,4.0,0.0,0.0
ninja,4.0,4.0,0.0,0.0
nonhuman,4.0,4.0,0.0,0.0
offenc,4.0,4.0,0.0,0.0
oppon,4.0,4.0,0.0,0.0
opprobrium,4.0,4.0,0.0,0.0
org,4.0,4.0,0.0,0.0
pack,4.0,4.0,0.0,0.0
paederastri,4.0,4.0,0.0,0.0
partli,4.0,4.0,0.0,0.0
passion,4.0,4.0,0.0,0.0
polic,4.0,4.0,0.0,0.0
pretti,4.0,4.0,0.0,0.0
primit,4.0,4.0,0.0,0.0
proportion,4.0,4.0,0.0,0.0
psalm,4.0,4.0,0.0,0.0
re,4.0,4.0,0.0,0.0
reactions.,4.0,4.0,0.0,0.0
reader,4.0,4.0,0.0,0.0
rediscov,4.0,4.0,0.0,0.0
republ,4.0,4.0,0.0,0.0
scholar,4.0,4.0,0.0,0.0
see|jean,4.0,4.0,0.0,0.0
sharpli,4.0,4.0,0.0,0.0
smell,4.0,4.0,0.0,0.0
sniff,4.0,4.0,0.0,0.0
sub,4.0,4.0,0.0,0.0
sub-systems.,4.0,4.0,0.0,0.0
suffer.,4.0,4.0,0.0,0.0
teleolog,4.0,4.0,0.0,0.0
thank,4.0,4.0,0.0,0.0
thrive,4.0,4.0,0.0,0.0
tire,4.0,4.0,0.0,0.0
tractor,4.0,4.0,0.0,0.0
trade,4.0,4.0,0.0,0.0
unchang,4.0,4.0,0.0,0.0
uniqu,4.0,4.0,0.0,0.0
uniti,4.0,4.0,0.0,0.0
unlik,4.0,4.0,0.0,0.0
vaughn,4.0,4.0,0.0,0.0
villag,4.0,4.0,0.0,0.0
wether,4.0,4.0,0.0,0.0
wicker|year=,4.0,4.0,0.0,0.0
win,4.0,4.0,0.0,0.0
wing,4.0,4.0,0.0,0.0
|date=2007-07-07,4.0,4.0,0.0,0.0
|isbn=0-8050-7520-8,4.0,4.0,0.0,0.0
|publisher=danger,4.0,4.0,0.0,0.0
|title=mor,4.0,4.0,0.0,0.0
|title=whi,4.0,4.0,0.0,0.0
''individu,3.0,3.0,0.0,0.0
'live,3.0,3.0,0.0,0.0
'look,3.0,3.0,0.0,0.0
'm,3.0,3.0,0.0,0.0
*girl,3.0,3.0,0.0,0.0
-the,3.0,3.0,0.0,0.0
//morality-definition.net/,3.0,3.0,0.0,0.0
/small,3.0,3.0,0.0,0.0
1948,3.0,3.0,0.0,0.0
2010-04-15,3.0,3.0,0.0,0.0
2011-08-14,3.0,3.0,0.0,0.0
33,3.0,3.0,0.0,0.0
abl,3.0,3.0,0.0,0.0
accomplish,3.0,3.0,0.0,0.0
addict,3.0,3.0,0.0,0.0
afford,3.0,3.0,0.0,0.0
agency_,3.0,3.0,0.0,0.0
alex,3.0,3.0,0.0,0.0
alot,3.0,3.0,0.0,0.0
alreadi,3.0,3.0,0.0,0.0
amazon.com,3.0,3.0,0.0,0.0
anal,3.0,3.0,0.0,0.0
ang,3.0,3.0,0.0,0.0
antithesi,3.0,3.0,0.0,0.0
anu,3.0,3.0,0.0,0.0
artifici,3.0,3.0,0.0,0.0
as:,3.0,3.0,0.0,0.0
asymmetri,3.0,3.0,0.0,0.0
awsom,3.0,3.0,0.0,0.0
becam,3.0,3.0,0.0,0.0
beer,3.0,3.0,0.0,0.0
blahh,3.0,3.0,0.0,0.0
blog,3.0,3.0,0.0,0.0
blue,3.0,3.0,0.0,0.0
bore,3.0,3.0,0.0,0.0
breed,3.0,3.0,0.0,0.0
bull,3.0,3.0,0.0,0.0
buy,3.0,3.0,0.0,0.0
capabl,3.0,3.0,0.0,0.0
certainli,3.0,3.0,0.0,0.0
chanc,3.0,3.0,0.0,0.0
channel,3.0,3.0,0.0,0.0
childhood,3.0,3.0,0.0,0.0
cleanup|januari,3.0,3.0,0.0,0.0
clearli,3.0,3.0,0.0,0.0
client,3.0,3.0,0.0,0.0
comparison,3.0,3.0,0.0,0.0
complic,3.0,3.0,0.0,0.0
conscious,3.0,3.0,0.0,0.0
consumpt,3.0,3.0,0.0,0.0
cop,3.0,3.0,0.0,0.0
copi,3.0,3.0,0.0,0.0
cost,3.0,3.0,0.0,0.0
"course,",3.0,3.0,0.0,0.0
crack,3.0,3.0,0.0,0.0
crappi,3.0,3.0,0.0,0.0
crew,3.0,3.0,0.0,0.0
csli,3.0,3.0,0.0,0.0
culturally-independ,3.0,3.0,0.0,0.0
dark,3.0,3.0,0.0,0.0
debt,3.0,3.0,0.0,0.0
deceiv,3.0,3.0,0.0,0.0
decison,3.0,3.0,0.0,0.0
defer,3.0,3.0,0.0,0.0
drama,3.0,3.0,0.0,0.0
easier,3.0,3.0,0.0,0.0
emerg,3.0,3.0,0.0,0.0
emphasi,3.0,3.0,0.0,0.0
enabl,3.0,3.0,0.0,0.0
endow,3.0,3.0,0.0,0.0
engin,3.0,3.0,0.0,0.0
envi,3.0,3.0,0.0,0.0
erkölc,3.0,3.0,0.0,0.0
ethics|,3.0,3.0,0.0,0.0
eu,3.0,3.0,0.0,0.0
euthanasia,3.0,3.0,0.0,0.0
exagger,3.0,3.0,0.0,0.0
exclud,3.0,3.0,0.0,0.0
explod,3.0,3.0,0.0,0.0
fashion,3.0,3.0,0.0,0.0
fear,3.0,3.0,0.0,0.0
filter,3.0,3.0,0.0,0.0
flower,3.0,3.0,0.0,0.0
forbidden,3.0,3.0,0.0,0.0
forget,3.0,3.0,0.0,0.0
fratern,3.0,3.0,0.0,0.0
gambl,3.0,3.0,0.0,0.0
game,3.0,3.0,0.0,0.0
gape,3.0,3.0,0.0,0.0
giantism,3.0,3.0,0.0,0.0
girlfriend,3.0,3.0,0.0,0.0
gn,3.0,3.0,0.0,0.0
guilti,3.0,3.0,0.0,0.0
hif,3.0,3.0,0.0,0.0
holli,3.0,3.0,0.0,0.0
homo,3.0,3.0,0.0,0.0
honour,3.0,3.0,0.0,0.0
http:,3.0,3.0,0.0,0.0
incarn,3.0,3.0,0.0,0.0
index,3.0,3.0,0.0,0.0
instil,3.0,3.0,0.0,0.0
"intentions,",3.0,3.0,0.0,0.0
intut,3.0,3.0,0.0,0.0
invit,3.0,3.0,0.0,0.0
iron,3.0,3.0,0.0,0.0
iv,3.0,3.0,0.0,0.0
jealousi,3.0,3.0,0.0,0.0
joe,3.0,3.0,0.0,0.0
juridici,3.0,3.0,0.0,0.0
"justice,",3.0,3.0,0.0,0.0
kiss,3.0,3.0,0.0,0.0
kitchen,3.0,3.0,0.0,0.0
lap,3.0,3.0,0.0,0.0
letter,3.0,3.0,0.0,0.0
"life,",3.0,3.0,0.0,0.0
lose,3.0,3.0,0.0,0.0
male,3.0,3.0,0.0,0.0
mama,3.0,3.0,0.0,0.0
mandat,3.0,3.0,0.0,0.0
manipul,3.0,3.0,0.0,0.0
mn,3.0,3.0,0.0,0.0
mohammadi,3.0,3.0,0.0,0.0
monist,3.0,3.0,0.0,0.0
morale.,3.0,3.0,0.0,0.0
morality|work=th,3.0,3.0,0.0,0.0
moralnos'c,3.0,3.0,0.0,0.0
mother,3.0,3.0,0.0,0.0
motivation|thought,3.0,3.0,0.0,0.0
mouth,3.0,3.0,0.0,0.0
necess,3.0,3.0,0.0,0.0
neutral,3.0,3.0,0.0,0.0
next,3.0,3.0,0.0,0.0
non-human,3.0,3.0,0.0,0.0
obvious,3.0,3.0,0.0,0.0
oper,3.0,3.0,0.0,0.0
opportun,3.0,3.0,0.0,0.0
oppress,3.0,3.0,0.0,0.0
paralyz,3.0,3.0,0.0,0.0
pas,3.0,3.0,0.0,0.0
patienc,3.0,3.0,0.0,0.0
pattern,3.0,3.0,0.0,0.0
philosophy|phenomenon,3.0,3.0,0.0,0.0
piss,3.0,3.0,0.0,0.0
piti,3.0,3.0,0.0,0.0
planet,3.0,3.0,0.0,0.0
polici,3.0,3.0,0.0,0.0
ponder,3.0,3.0,0.0,0.0
previous,3.0,3.0,0.0,0.0
primordi,3.0,3.0,0.0,0.0
progress,3.0,3.0,0.0,0.0
proven,3.0,3.0,0.0,0.0
prudent,3.0,3.0,0.0,0.0
puberti,3.0,3.0,0.0,0.0
realiz,3.0,3.0,0.0,0.0
reflist|1,3.0,3.0,0.0,0.0
reliv,3.0,3.0,0.0,0.0
revuls,3.0,3.0,0.0,0.0
rival,3.0,3.0,0.0,0.0
rob,3.0,3.0,0.0,0.0
round,3.0,3.0,0.0,0.0
runescap,3.0,3.0,0.0,0.0
sah,3.0,3.0,0.0,0.0
sane,3.0,3.0,0.0,0.0
satisfi,3.0,3.0,0.0,0.0
scene,3.0,3.0,0.0,0.0
science|posit,3.0,3.0,0.0,0.0
search,3.0,3.0,0.0,0.0
sensori,3.0,3.0,0.0,0.0
shame,3.0,3.0,0.0,0.0
shareabl,3.0,3.0,0.0,0.0
sick,3.0,3.0,0.0,0.0
spencer,3.0,3.0,0.0,0.0
strike-through,3.0,3.0,0.0,0.0
subscript,3.0,3.0,0.0,0.0
suicid,3.0,3.0,0.0,0.0
suppress,3.0,3.0,0.0,0.0
tast,3.0,3.0,0.0,0.0
taxat,3.0,3.0,0.0,0.0
te,3.0,3.0,0.0,0.0
teenag,3.0,3.0,0.0,0.0
theist,3.0,3.0,0.0,0.0
tl,3.0,3.0,0.0,0.0
transmitt,3.0,3.0,0.0,0.0
twice,3.0,3.0,0.0,0.0
understanding|sens,3.0,3.0,0.0,0.0
unwelcom,3.0,3.0,0.0,0.0
vanilla,3.0,3.0,0.0,0.0
versa,3.0,3.0,0.0,0.0
victim,3.0,3.0,0.0,0.0
violat,3.0,3.0,0.0,0.0
warn,3.0,3.0,0.0,0.0
wast,3.0,3.0,0.0,0.0
weak,3.0,3.0,0.0,0.0
web|last=gert|first=bernard|title=th,3.0,3.0,0.0,0.0
welfar,3.0,3.0,0.0,0.0
west,3.0,3.0,0.0,0.0
worldview,3.0,3.0,0.0,0.0
zalta,3.0,3.0,0.0,0.0
zone,3.0,3.0,0.0,0.0
|agenc,3.0,3.0,0.0,0.0
|publisher=metaphys,3.0,3.0,0.0,0.0
ηθική,3.0,3.0,0.0,0.0
суртахуун,3.0,3.0,0.0,0.0
ёс,3.0,3.0,0.0,0.0
నీతి,3.0,3.0,0.0,0.0
จรรยาธรรม,3.0,3.0,0.0,0.0
ศีลธรรม,3.0,3.0,0.0,0.0
‘why’,3.0,3.0,0.0,0.0
''equal,2.0,2.0,0.0,0.0
''especi,2.0,2.0,0.0,0.0
''link,2.0,2.0,0.0,0.0
''m,2.0,2.0,0.0,0.0
''p,2.0,2.0,0.0,0.0
''q,2.0,2.0,0.0,0.0
''r,2.0,2.0,0.0,0.0
''realli,2.0,2.0,0.0,0.0
'selfish,2.0,2.0,0.0,0.0
**,2.0,2.0,0.0,0.0
*a,2.0,2.0,0.0,0.0
*capacities*,2.0,2.0,0.0,0.0
//en.wikipedia.org/wiki/right,2.0,2.0,0.0,0.0
//lifeskills.endlex.com/article/morals_in_society.html,2.0,2.0,0.0,0.0
//photobucket.com,2.0,2.0,0.0,0.0
//plato.stanford.edu/entries/redistribution/|accessdate=5,2.0,2.0,0.0,0.0
//rri-tmp.wvu.edu/wp-content/uploads/2011/04/reu2001-19.pdf|accessdate=5,2.0,2.0,0.0,0.0
//veritasnetwork.worldpress.com/2009/08/25/is-morality-the-product-of-evolution/,2.0,2.0,0.0,0.0
//www-personal.umich.edu/~yoolee/research/polarization_leeshin.pdf|accessdate=5,2.0,2.0,0.0,0.0
//www.allaboutphilosophy.org/morality.htm,2.0,2.0,0.0,0.0
//www.charlesdarwinresearch.org/crime.pdf|accessdate=5,2.0,2.0,0.0,0.0
//www.economist.com/blogs/dailychart/2011/09/us-crime-and-gdp|publisher=th,2.0,2.0,0.0,0.0
//www.immoralityinternational.com,2.0,2.0,0.0,0.0
//www.observacionesfilosoficas.net/,2.0,2.0,0.0,0.0
//www.omninerd.com/articles/articles.php,2.0,2.0,0.0,0.0
//www.religiousbook.net/books/online_books/jt/jesus_teaching_20.html,2.0,2.0,0.0,0.0
03:47,2.0,2.0,0.0,0.0
10.1007/s13164-010-0027-i,2.0,2.0,0.0,0.0
1111,2.0,2.0,0.0,0.0
19.5,2.0,2.0,0.0,0.0
1995|title=,2.0,2.0,0.0,0.0
20.000,2.0,2.0,0.0,0.0
25.7,2.0,2.0,0.0,0.0
2:17,2.0,2.0,0.0,0.0
333-349,2.0,2.0,0.0,0.0
347,2.0,2.0,0.0,0.0
39,2.0,2.0,0.0,0.0
5-fold,2.0,2.0,0.0,0.0
75.000,2.0,2.0,0.0,0.0
78,2.0,2.0,0.0,0.0
8217,2.0,2.0,0.0,0.0
845-851,2.0,2.0,0.0,0.0
91,2.0,2.0,0.0,0.0
==evolutionari,2.0,2.0,0.0,0.0
==general==,2.0,2.0,0.0,0.0
_blank,2.0,2.0,0.0,0.0
abandon,2.0,2.0,0.0,0.0
aboard,2.0,2.0,0.0,0.0
accus,2.0,2.0,0.0,0.0
ad,2.0,2.0,0.0,0.0
admit,2.0,2.0,0.0,0.0
adress,2.0,2.0,0.0,0.0
ah,2.0,2.0,0.0,0.0
aid=13,2.0,2.0,0.0,0.0
alam,2.0,2.0,0.0,0.0
albeit,2.0,2.0,0.0,0.0
alt=,2.0,2.0,0.0,0.0
amaz,2.0,2.0,0.0,0.0
ambigu,2.0,2.0,0.0,0.0
america|url=http,2.0,2.0,0.0,0.0
analog,2.0,2.0,0.0,0.0
annum,2.0,2.0,0.0,0.0
anyway,2.0,2.0,0.0,0.0
arandupykuaati,2.0,2.0,0.0,0.0
arguabl,2.0,2.0,0.0,0.0
ari,2.0,2.0,0.0,0.0
aristotl,2.0,2.0,0.0,0.0
aritstotl,2.0,2.0,0.0,0.0
asian,2.0,2.0,0.0,0.0
ass,2.0,2.0,0.0,0.0
astig,2.0,2.0,0.0,0.0
atheist/agnost,2.0,2.0,0.0,0.0
authent,2.0,2.0,0.0,0.0
axiom:,2.0,2.0,0.0,0.0
baboon,2.0,2.0,0.0,0.0
backward,2.0,2.0,0.0,0.0
ball,2.0,2.0,0.0,0.0
basebal,2.0,2.0,0.0,0.0
bath,2.0,2.0,0.0,0.0
battl,2.0,2.0,0.0,0.0
beat,2.0,2.0,0.0,0.0
bewar,2.0,2.0,0.0,0.0
bias,2.0,2.0,0.0,0.0
binari,2.0,2.0,0.0,0.0
blameworthi,2.0,2.0,0.0,0.0
bleed,2.0,2.0,0.0,0.0
bob,2.0,2.0,0.0,0.0
boooooo,2.0,2.0,0.0,0.0
bottom,2.0,2.0,0.0,0.0
braintrust,2.0,2.0,0.0,0.0
brainwash,2.0,2.0,0.0,0.0
broke,2.0,2.0,0.0,0.0
broken,2.0,2.0,0.0,0.0
bruce,2.0,2.0,0.0,0.0
bullshit,2.0,2.0,0.0,0.0
butt,2.0,2.0,0.0,0.0
camel,2.0,2.0,0.0,0.0
candi,2.0,2.0,0.0,0.0
candid,2.0,2.0,0.0,0.0
cant,2.0,2.0,0.0,0.0
caribbean,2.0,2.0,0.0,0.0
cat,2.0,2.0,0.0,0.0
cause-relationship,2.0,2.0,0.0,0.0
chief,2.0,2.0,0.0,0.0
chose,2.0,2.0,0.0,0.0
churian,2.0,2.0,0.0,0.0
citizen,2.0,2.0,0.0,0.0
clam,2.0,2.0,0.0,0.0
cleanup-date|jun,2.0,2.0,0.0,0.0
climb,2.0,2.0,0.0,0.0
co-ownership,2.0,2.0,0.0,0.0
